children_under_4,children_under_12,children_under_18,children_under_26,employee_type,distance_dm_home_to_employer_hq,travel_location_known,owns_rents,no_of_medical_visits_previous_year,percent_family_members_with_chronic_condition,percent_family_members_that_play_sports,probe,network_status,expense_type,action,predicted_kdma,probe_id,val1,val2,val3,val4,risk_aversion,choice
0,0,0,1,Bonus,1972,Yes,Owns,17,14,30,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,15,3.737298549801252e-05,18,20,15,10,10,low,high
1,1,2,3,Hourly,1155,No,Rents,16,49,59,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,3.374116382811882e-05,15,50,70,70,80,low,high
2,1,1,1,Salaried,153,Yes,Owns,15,33,56,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,4000,3.0314738413472164e-05,4,6450,4000,1500,1000,low,high
3,4,2,3,Bonus,4199,No,Owns,57,67,81,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,60,3.873727173707222e-05,10,120,100,60,0,low,high
2,4,3,3,Salaried,1625,No,Owns,60,65,80,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,3.357003456192859e-05,15,50,70,70,80,low,high
4,4,2,2,Bonus,3643,No,Rents,59,56,100,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,95,3.644697011342724e-05,14,80,90,95,100,low,high
1,0,0,0,Salaried,153,Yes,Owns,5,15,31,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,40,3.9014777731037154e-05,8,80,40,20,15,low,high
0,1,0,1,Salaried,4555,No,Rents,2,1,9,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,200,2.8139987023333077e-05,11,200,100,10,0,low,high
1,0,2,0,Hourly,2299,Yes,Owns,13,16,31,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,40,3.910539200948616e-05,8,80,40,20,15,low,high
2,3,3,3,Salaried,1214,No,Owns,37,67,81,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1500,3.981318705848592e-05,4,6450,4000,1500,1000,low,high
3,1,2,1,Bonus,4695,No,Owns,15,38,56,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,40,2.8247659667699754e-05,8,80,40,20,15,low,high
1,0,0,1,Salaried,4138,No,Owns,9,2,1,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,120,2.7926750829073272e-05,10,120,100,60,0,low,high
0,1,1,0,Salaried,912,Yes,Rents,9,3,4,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,120,2.8222245388644983e-05,10,120,100,60,0,low,high
1,1,0,0,Salaried,3352,Yes,Rents,1,9,1,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,50,2.7169874124431828e-05,15,50,70,70,80,low,high
3,1,3,2,Salaried,4038,Yes,Rents,28,36,62,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,4000,2.855067391464316e-05,5,6450,4000,2000,1500,low,high
2,4,3,3,Salaried,1625,No,Owns,60,65,80,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,200,4.029262140651164e-05,1,1600,600,200,0,low,high
2,1,3,1,Salaried,4539,No,Owns,24,49,59,DEDUCTIBLE,IN-NETWORK,COST IN $,600,2.8336360138652313e-05,2,1600,600,200,0,low,high
0,1,1,0,Salaried,1012,Yes,Owns,8,2,25,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,200,2.8265630893492435e-05,12,200,40,25,0,low,high
4,3,4,3,Salaried,2175,No,Owns,59,75,83,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1500,3.9352050805292345e-05,4,6450,4000,1500,1000,low,high
4,3,2,3,Hourly,3735,Yes,Owns,58,61,80,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,10,3.960392345659987e-05,11,200,100,10,0,low,high
0,2,2,0,Hourly,170,No,Rents,16,14,34,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,40,3.868910324688148e-05,12,200,40,25,0,low,high
1,1,2,2,Bonus,3409,Yes,Rents,30,29,55,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,60,2.8710293601632065e-05,13,50,60,70,80,low,high
1,1,0,1,Salaried,3601,No,Owns,1,4,3,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,200,2.8237561522389073e-05,12,200,40,25,0,low,high
3,1,3,1,Hourly,3252,Yes,Owns,24,24,60,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,40,2.8270565089984367e-05,12,200,40,25,0,low,high
1,3,1,1,Bonus,4199,No,Owns,33,40,57,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,70,2.8558354507829393e-05,17,50,70,80,100,low,high
0,1,1,1,Salaried,3042,Yes,Rents,1,4,5,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,6450,2.8309713261229796e-05,5,6450,4000,2000,1500,low,high
3,3,4,3,Salaried,1622,Yes,Rents,42,55,84,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,3.4033590423362576e-05,15,50,70,70,80,low,high
1,3,1,2,Bonus,2294,Yes,Owns,25,47,55,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,60,2.8651769976572343e-05,13,50,60,70,80,low,high
2,2,1,1,Bonus,3643,No,Rents,35,26,75,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,50,2.8323167817698987e-05,16,75,50,30,0,low,high
4,4,2,2,Bonus,3643,No,Rents,59,56,100,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,2000,3.8976321882756154e-05,5,6450,4000,2000,1500,low,high
2,0,1,0,Bonus,4695,No,Owns,5,16,31,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,4000,3.924039734006424e-05,5,6450,4000,2000,1500,low,high
4,3,4,4,Bonus,3757,No,Rents,38,56,75,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,3.389794762571919e-05,15,50,70,70,80,low,high
2,2,2,1,Salaried,2175,No,Owns,35,49,59,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,4000,2.8743225380570932e-05,4,6450,4000,1500,1000,low,high
1,0,0,0,Hourly,3735,Yes,Owns,8,4,5,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,200,2.8263698155732997e-05,12,200,40,25,0,low,high
0,1,0,0,Salaried,4742,No,Rents,5,16,31,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,50,3.910096122854821e-05,16,75,50,30,0,low,high
2,2,4,3,Bonus,1248,Yes,Rents,39,74,85,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,30,3.828632720983402e-05,16,75,50,30,0,low,high
0,1,2,0,Salaried,4592,Yes,Rents,16,17,35,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,4000,3.92156523028274e-05,4,6450,4000,1500,1000,low,high
1,0,0,0,Hourly,4826,No,Owns,4,5,23,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,50,2.7676754981214564e-05,15,50,70,70,80,low,high
1,1,0,0,Salaried,3352,Yes,Rents,1,9,1,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,80,2.8178864483541393e-05,8,80,40,20,15,low,high
1,0,0,0,Hourly,2384,No,Rents,6,17,32,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,40,3.894435648466262e-05,8,80,40,20,15,low,high
0,1,2,1,Bonus,2810,Yes,Owns,15,20,35,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,40,3.887141666921635e-05,12,200,40,25,0,low,high
2,0,1,2,Bonus,144,Yes,Owns,10,19,30,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,40,3.9296080871832896e-05,8,80,40,20,15,low,high
1,1,0,0,Hourly,1178,No,Owns,0,1,13,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,80,2.821300270597093e-05,8,80,40,20,15,low,high
4,4,2,2,Bonus,3643,No,Rents,59,56,100,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,3.30687405049439e-05,15,50,70,70,80,low,high
0,0,0,0,Hourly,2665,No,Rents,2,3,4,DEDUCTIBLE,IN-NETWORK,COST IN $,1600,2.819599144612018e-05,2,1600,600,200,0,low,high
3,3,2,3,Salaried,3664,No,Owns,18,38,64,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,40,2.8047216416035935e-05,8,80,40,20,15,low,high
2,4,4,4,Salaried,3990,No,Rents,53,53,77,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,70,4.046354399804816e-05,13,50,60,70,80,low,high
4,3,3,4,Hourly,874,No,Owns,63,68,84,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,60,3.774431055415992e-05,10,120,100,60,0,low,high
2,2,1,1,Salaried,4671,Yes,Rents,33,23,53,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,60,2.8527288789242025e-05,13,50,60,70,80,low,high
2,3,2,1,Bonus,3149,No,Owns,17,29,55,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,60,2.873674192768589e-05,13,50,60,70,80,low,high
1,0,2,1,Hourly,3561,Yes,Owns,12,13,26,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,50,3.914896363893673e-05,20,100,50,30,10,low,high
1,3,2,1,Salaried,358,No,Rents,28,36,56,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,100,2.8572004092846545e-05,10,120,100,60,0,low,high
1,0,0,0,Bonus,1440,Yes,Owns,10,20,34,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,4.6693818537020074e-05,15,50,70,70,80,low,high
2,0,2,1,Hourly,1593,No,Owns,5,13,27,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,4.659068323388469e-05,15,50,70,70,80,low,high
1,2,0,2,Bonus,4623,Yes,Owns,7,19,27,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,15,3.738601449639963e-05,18,20,15,10,10,low,high
2,2,2,2,Bonus,3757,No,Rents,18,26,51,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,50,2.806631746223034e-05,20,100,50,30,10,low,high
0,2,1,0,Hourly,3337,No,Rents,7,19,30,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,50,3.852842692547451e-05,16,75,50,30,0,low,high
1,1,0,0,Bonus,2804,No,Owns,11,11,30,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,15,4.0052592000728104e-05,18,20,15,10,10,low,high
2,2,4,3,Bonus,1248,Yes,Rents,39,74,85,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,20,3.984183339225564e-05,8,80,40,20,15,low,high
0,2,0,1,Hourly,176,Yes,Rents,9,18,32,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,70,3.9306417100256656e-05,17,50,70,80,100,low,high
2,2,1,1,Bonus,2804,No,Owns,26,20,55,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,100,2.8205038171193208e-05,10,120,100,60,0,low,high
4,3,4,3,Hourly,3561,Yes,Owns,51,56,75,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1500,3.9778250399257675e-05,4,6450,4000,1500,1000,low,high
0,2,2,2,Salaried,2240,Yes,Rents,15,20,35,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,50,3.760244934917514e-05,20,100,50,30,10,low,high
0,0,0,1,Bonus,4027,Yes,Rents,3,4,3,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,2.825224265726679e-05,4,6450,4000,1500,1000,low,high
0,0,1,0,Hourly,2299,Yes,Owns,6,5,5,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,50,2.7417294229343423e-05,15,50,70,70,80,low,high
3,3,3,2,Hourly,4605,Yes,Rents,46,65,88,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,3.346272258301759e-05,15,50,70,70,80,low,high
1,0,0,0,Salaried,2852,Yes,Rents,1,5,5,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,80,2.819135696996429e-05,8,80,40,20,15,low,high
0,1,0,0,Bonus,4199,No,Owns,7,7,6,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,50,2.7169268242994457e-05,13,50,60,70,80,low,high
2,0,1,2,Bonus,144,Yes,Owns,10,19,30,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,600,3.9718276640706194e-05,1,1600,600,200,0,low,high
1,1,1,1,Salaried,2175,No,Owns,16,20,34,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,50,3.893090041915613e-05,16,75,50,30,0,low,high
1,2,0,1,Bonus,4199,No,Owns,14,17,32,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,40,3.885233160321164e-05,12,200,40,25,0,low,high
2,1,1,2,Salaried,4138,No,Owns,17,13,27,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,15,3.671654351767653e-05,18,20,15,10,10,low,high
4,4,4,2,Bonus,3149,No,Owns,37,58,79,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1500,3.976569836424698e-05,4,6450,4000,1500,1000,low,high
1,1,1,1,Bonus,2909,Yes,Rents,23,31,55,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,60,2.865717592942362e-05,13,50,60,70,80,low,high
0,1,0,0,Hourly,4470,Yes,Owns,0,5,23,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,2.8194961465365363e-05,4,6450,4000,1500,1000,low,high
1,1,3,2,Bonus,3179,No,Rents,21,26,51,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,100,2.8562650864240347e-05,11,200,100,10,0,low,high
1,1,1,0,Hourly,152,Yes,Owns,15,16,39,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,50,3.9257393288936696e-05,20,100,50,30,10,low,high
0,0,0,0,Bonus,1248,Yes,Rents,1,10,10,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,200,2.8283599976488894e-05,12,200,40,25,0,low,high
1,0,0,1,Bonus,2742,No,Owns,10,10,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,2.8194451705070315e-05,4,6450,4000,1500,1000,low,high
2,4,3,3,Bonus,2294,Yes,Owns,47,72,79,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1500,3.968059949484162e-05,4,6450,4000,1500,1000,low,high
1,2,3,1,Salaried,4592,Yes,Rents,37,41,60,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,60,2.8633698703222075e-05,13,50,60,70,80,low,high
3,4,3,4,Hourly,1596,Yes,Owns,50,55,76,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,60,3.8802468298226e-05,10,120,100,60,0,low,high
3,4,2,3,Hourly,176,Yes,Rents,45,70,81,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,30,3.8109334058481395e-05,20,100,50,30,10,low,high
0,2,2,2,Salaried,3042,Yes,Rents,6,14,30,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,90,5.573303675236527e-05,14,80,90,95,100,low,high
0,1,0,1,Salaried,4555,No,Rents,2,1,9,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,6450,2.826973847074637e-05,5,6450,4000,2000,1500,low,high
0,2,0,1,Hourly,176,Yes,Rents,9,18,32,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,4000,3.919716060156701e-05,4,6450,4000,1500,1000,low,high
1,1,0,0,Bonus,2404,Yes,Owns,5,4,8,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,50,2.726828078110345e-05,13,50,60,70,80,low,high
1,1,0,0,Salaried,792,No,Owns,12,12,35,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,40,3.912168123271195e-05,8,80,40,20,15,low,high
1,0,0,1,Salaried,1125,Yes,Rents,1,1,2,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,200,2.820115657890761e-05,11,200,100,10,0,low,high
3,3,2,3,Salaried,4742,No,Rents,35,65,80,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,200,4.012916274687421e-05,1,1600,600,200,0,low,high
0,0,1,0,Hourly,2563,Yes,Rents,8,2,25,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,20,2.8518942355222837e-05,18,20,15,10,10,low,high
0,0,0,0,Bonus,4271,No,Rents,3,5,12,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,200,2.8072360790920948e-05,11,200,100,10,0,low,high
2,3,1,1,Hourly,4350,No,Rents,19,36,62,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,3.335986232519652e-05,15,50,70,70,80,low,high
3,1,3,1,Hourly,3252,Yes,Owns,24,24,60,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,4000,2.847826715851645e-05,5,6450,4000,2000,1500,low,high
4,3,4,2,Salaried,1366,No,Owns,56,61,80,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,95,4.2220474898267926e-05,14,80,90,95,100,low,high
0,0,0,0,Salaried,1625,No,Owns,8,6,5,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,6450,2.8275745014707017e-05,5,6450,4000,2000,1500,low,high
3,3,4,3,Hourly,2547,Yes,Owns,55,64,87,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,30,3.810959739488956e-05,20,100,50,30,10,low,high
3,1,3,1,Hourly,3252,Yes,Owns,24,24,60,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,100,2.852780314089576e-05,11,200,100,10,0,low,high
1,0,1,1,Salaried,4038,Yes,Rents,5,5,12,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,100,2.809150368174652e-05,20,100,50,30,10,low,high
0,1,1,0,Salaried,3954,No,Owns,1,1,2,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1600,2.828561327478766e-05,1,1600,600,200,0,low,high
4,3,4,3,Salaried,2175,No,Owns,59,75,83,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,25,3.841035829712893e-05,12,200,40,25,0,low,high
3,3,4,2,Salaried,4539,No,Owns,45,75,83,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,95,4.055553991300533e-05,14,80,90,95,100,low,high
1,2,0,1,Bonus,4199,No,Owns,14,17,32,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,60,3.874410908150481e-05,13,50,60,70,80,low,high
0,1,1,0,Salaried,3954,No,Owns,1,1,2,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,80,2.779712423438407e-05,14,80,90,95,100,low,high
4,3,4,3,Hourly,3252,Yes,Owns,46,55,84,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,2000,3.938731816629635e-05,5,6450,4000,2000,1500,low,high
2,2,2,2,Salaried,1210,No,Rents,38,24,64,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,4000,2.848554229140079e-05,5,6450,4000,2000,1500,low,high
1,1,3,1,Hourly,2563,Yes,Rents,35,26,75,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,4000,2.8478929285925087e-05,5,6450,4000,2000,1500,low,high
4,2,4,2,Bonus,4695,No,Owns,35,65,80,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,10,3.936094930991747e-05,11,200,100,10,0,low,high
4,3,3,4,Hourly,874,No,Owns,63,68,84,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,30,3.799909906157787e-05,20,100,50,30,10,low,high
1,0,1,0,Bonus,4695,No,Owns,0,6,5,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,120,2.7975848672025944e-05,10,120,100,60,0,low,high
2,3,1,3,Bonus,4623,Yes,Owns,19,48,52,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,60,2.868177376394365e-05,13,50,60,70,80,low,high
2,4,3,3,Bonus,2294,Yes,Owns,47,72,79,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,30,3.825408418074092e-05,20,100,50,30,10,low,high
1,0,0,0,Salaried,153,Yes,Owns,5,15,31,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,40,3.8721772957026216e-05,12,200,40,25,0,low,high
1,0,1,1,Bonus,144,Yes,Owns,4,9,4,DEDUCTIBLE,IN-NETWORK,COST IN $,1600,2.8239227870059612e-05,2,1600,600,200,0,low,high
0,1,0,0,Hourly,3337,No,Rents,1,9,4,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,200,2.8226880990892855e-05,12,200,40,25,0,low,high
2,3,1,1,Hourly,2246,No,Owns,38,31,59,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,90,2.8678028742443327e-05,14,80,90,95,100,low,high
3,4,2,3,Hourly,4470,Yes,Owns,36,63,98,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,2000,3.922098442538396e-05,5,6450,4000,2000,1500,low,high
1,0,0,1,Bonus,2742,No,Owns,10,10,2,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,75,2.828629581487079e-05,16,75,50,30,0,low,high
3,4,2,3,Hourly,176,Yes,Rents,45,70,81,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,2000,3.941336573141005e-05,5,6450,4000,2000,1500,low,high
0,1,0,1,Bonus,4623,Yes,Owns,2,9,1,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,50,2.7371085173228292e-05,13,50,60,70,80,low,high
0,0,1,2,Hourly,1155,No,Rents,6,20,34,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,4000,3.927286532028769e-05,4,6450,4000,1500,1000,low,high
1,0,0,0,Hourly,4826,No,Owns,4,5,23,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,6450,2.825644775145579e-05,5,6450,4000,2000,1500,low,high
4,4,4,3,Salaried,83,Yes,Owns,40,75,77,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,60,3.8205220574910026e-05,10,120,100,60,0,low,high
0,0,1,1,Hourly,1155,No,Rents,1,10,8,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,200,2.8017855140745873e-05,11,200,100,10,0,low,high
3,4,2,3,Hourly,4470,Yes,Owns,36,63,98,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,70,3.806718749781787e-05,13,50,60,70,80,low,high
4,2,4,2,Salaried,1855,No,Rents,63,74,85,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,80,3.8614355463811475e-05,17,50,70,80,100,low,high
2,3,3,1,Hourly,4144,No,Owns,23,26,51,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,100,2.8516688877434005e-05,10,120,100,60,0,low,high
1,1,0,2,Bonus,4027,Yes,Rents,8,14,29,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,100,3.832601201494136e-05,11,200,100,10,0,low,high
2,1,1,1,Salaried,2852,Yes,Rents,18,36,56,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,4000,2.848060674426069e-05,5,6450,4000,2000,1500,low,high
0,0,0,0,Bonus,489,No,Rents,3,0,4,DEDUCTIBLE,IN-NETWORK,COST IN $,1600,2.818237607062958e-05,2,1600,600,200,0,low,high
2,3,4,3,Hourly,2563,Yes,Rents,59,56,100,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,60,3.796404738939871e-05,10,120,100,60,0,low,high
0,2,1,0,Salaried,358,No,Rents,12,16,31,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,4.6526009045661526e-05,15,50,70,70,80,low,high
0,1,0,0,Salaried,358,No,Rents,5,5,5,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,200,2.8165163024922096e-05,11,200,100,10,0,low,high
0,2,1,0,Hourly,3337,No,Rents,7,19,30,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,15,4.036872859410597e-05,18,20,15,10,10,low,high
3,3,4,3,Bonus,3179,No,Rents,42,56,75,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,30,3.8439710795341126e-05,20,100,50,30,10,low,high
3,3,3,2,Salaried,153,Yes,Owns,36,61,80,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,2000,3.9828876544812806e-05,5,6450,4000,2000,1500,low,high
1,1,0,2,Bonus,4027,Yes,Rents,8,14,29,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,15,3.648589437951146e-05,18,20,15,10,10,low,high
3,3,2,2,Hourly,2384,No,Rents,37,67,81,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1500,3.970851945598878e-05,4,6450,4000,1500,1000,low,high
3,3,2,2,Bonus,1440,Yes,Owns,46,75,83,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,10,4.447809632329977e-05,18,20,15,10,10,low,high
0,1,1,1,Hourly,1019,Yes,Owns,8,10,2,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,120,2.796683994124298e-05,10,120,100,60,0,low,high
0,0,1,1,Hourly,2183,Yes,Owns,6,15,48,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,4000,3.9278546943926855e-05,5,6450,4000,2000,1500,low,high
0,1,0,1,Salaried,4259,Yes,Rents,1,8,6,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,120,2.8270150081135025e-05,10,120,100,60,0,low,high
4,3,4,3,Hourly,3561,Yes,Owns,51,56,75,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,3.362786943168897e-05,15,50,70,70,80,low,high
