children_under_4,children_under_12,children_under_18,children_under_26,employee_type,distance_dm_home_to_employer_hq,travel_location_known,owns_rents,no_of_medical_visits_previous_year,percent_family_members_with_chronic_condition,percent_family_members_that_play_sports,probe_id,serial,probe,network_status,expense_type,val1,val2,val3,val4,action,plan,estimate_medical_visits,risk_aversion,choice,kdma_depends_on,persona
1,1,0,0,Hourly,4350,No,Rents,2,5,12,1,9,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,600,0,200,1600,600,2,5,high,low,RISK,3
3,3,3,4,Bonus,4027,Yes,Rents,43,60,78,14,12,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,80,90,100,95,95,3,50,high,low,RISK,3
3,1,2,1,Bonus,458,No,Rents,25,43,57,18,11,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,10,20,10,15,10,3,20,high,low,RISK,3
3,4,4,3,Bonus,4493,Yes,Owns,64,60,78,1,12,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,200,600,1600,0,200,3,50,high,low,RISK,3
1,0,1,0,Bonus,2951,No,Owns,4,0,4,1,9,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1600,600,200,600,2,5,high,low,RISK,3
4,4,3,3,Bonus,2404,Yes,Owns,49,60,83,1,12,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1600,200,0,600,200,3,50,high,low,RISK,3
2,3,3,3,Salaried,1214,No,Owns,37,67,81,16,12,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,50,30,0,75,30,3,50,high,low,RISK,3
1,1,1,2,Bonus,4271,No,Rents,22,36,62,20,11,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,30,10,50,100,30,3,20,high,low,RISK,3
3,4,4,3,Bonus,3085,No,Rents,45,54,88,17,12,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,70,50,100,80,80,3,50,high,low,RISK,3
1,2,0,2,Salaried,3601,No,Owns,6,14,29,4,10,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,1000,1500,4000,4000,2,10,high,low,RISK,3
1,1,1,1,Hourly,4605,Yes,Rents,24,38,64,1,11,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,600,1600,200,200,3,20,high,low,RISK,3
2,3,4,3,Salaried,4592,Yes,Rents,62,68,84,11,12,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,10,0,100,200,10,3,50,high,low,RISK,3
4,4,4,4,Salaried,3664,No,Owns,39,65,88,8,12,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,20,15,40,80,20,3,50,high,low,RISK,3
2,1,1,1,Salaried,153,Yes,Owns,15,33,56,5,11,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,1500,4000,2000,6450,2000,3,20,high,low,RISK,3
4,3,4,3,Hourly,3252,Yes,Owns,46,55,84,15,12,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,50,70,70,80,70,3,50,high,low,RISK,3
1,1,1,1,Salaried,2175,No,Owns,16,20,34,14,10,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,90,80,95,100,90,2,10,high,low,RISK,3
0,0,0,0,Bonus,2909,Yes,Rents,3,4,5,18,9,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,15,20,10,10,15,2,5,high,low,RISK,3
2,2,3,2,Salaried,1622,Yes,Rents,21,24,60,15,11,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,50,70,80,70,70,3,20,high,low,RISK,3
1,1,1,0,Bonus,3149,No,Owns,1,3,4,10,9,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,60,0,100,120,100,2,5,high,low,RISK,3
1,1,1,2,Hourly,2183,Yes,Owns,16,35,73,16,11,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,75,0,50,30,30,3,20,high,low,RISK,3
0,1,0,0,Hourly,4470,Yes,Owns,6,15,48,13,10,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,60,50,70,80,60,2,10,high,low,RISK,3
0,1,0,1,Salaried,4555,No,Rents,2,1,9,11,9,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,200,10,0,100,100,2,5,high,low,RISK,3
0,2,2,1,Salaried,3954,No,Owns,6,12,28,14,10,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,80,95,90,100,90,2,10,high,low,RISK,3
1,0,1,0,Hourly,2250,No,Owns,4,7,9,11,9,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,200,100,0,10,100,2,5,high,low,RISK,3
3,3,4,3,Salaried,1622,Yes,Rents,42,55,84,10,12,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,60,0,100,120,60,3,50,high,low,RISK,3
1,3,2,3,Hourly,1019,Yes,Owns,35,50,53,2,11,DEDUCTIBLE,IN-NETWORK,COST IN $,0,600,1600,200,200,3,20,high,low,RISK,3
2,1,0,2,Salaried,1125,Yes,Rents,6,12,28,2,10,DEDUCTIBLE,IN-NETWORK,COST IN $,200,600,0,1600,600,2,10,high,low,RISK,3
2,0,1,0,Hourly,2250,No,Owns,11,17,35,5,10,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,6450,2000,1500,4000,4000,2,10,high,low,RISK,3
2,0,1,2,Bonus,144,Yes,Owns,10,19,30,14,10,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,100,90,80,95,90,2,10,high,low,RISK,3
2,1,3,1,Hourly,3681,Yes,Owns,17,25,52,2,11,DEDUCTIBLE,IN-NETWORK,COST IN $,600,200,0,1600,200,3,20,high,low,RISK,3
1,3,2,1,Hourly,3337,No,Rents,18,47,55,18,11,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,20,10,10,15,10,3,20,high,low,RISK,3
1,1,1,0,Hourly,152,Yes,Owns,15,16,39,16,10,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,75,30,50,0,50,2,10,high,low,RISK,3
0,0,0,0,Hourly,4605,Yes,Rents,4,6,13,14,9,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,90,80,95,100,90,2,5,high,low,RISK,3
1,2,1,1,Salaried,4742,No,Rents,15,38,56,4,11,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1500,6450,1000,4000,1500,3,20,high,low,RISK,3
0,0,0,0,Bonus,2363,Yes,Rents,6,5,5,20,9,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,50,100,10,30,50,2,5,high,low,RISK,3
4,4,2,4,Bonus,4623,Yes,Owns,40,73,76,15,12,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,70,80,50,70,3,50,high,low,RISK,3
0,0,1,0,Hourly,2547,Yes,Owns,7,5,12,16,9,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,50,0,30,75,50,2,5,high,low,RISK,3
2,1,1,1,Hourly,2665,No,Rents,20,29,55,16,11,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,75,30,50,0,30,3,20,high,low,RISK,3
2,4,3,3,Bonus,2639,No,Rents,36,60,78,1,12,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,200,0,1600,600,200,3,50,high,low,RISK,3
1,1,0,0,Hourly,4350,No,Rents,2,5,12,18,9,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,15,10,20,10,15,2,5,high,low,RISK,3
0,1,0,0,Bonus,4199,No,Owns,7,7,6,4,9,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,1500,4000,1000,4000,2,5,high,low,RISK,3
3,2,4,4,Salaried,1235,Yes,Rents,55,60,83,12,12,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,40,0,200,25,25,3,50,high,low,RISK,3
0,0,0,0,Hourly,2384,No,Rents,1,7,6,8,9,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,15,20,80,40,40,2,5,high,low,RISK,3
0,0,0,0,Hourly,2384,No,Rents,1,7,6,17,9,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,70,80,100,50,70,2,5,high,low,RISK,3
1,3,2,1,Hourly,3337,No,Rents,18,47,55,14,11,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,95,80,90,100,95,3,20,high,low,RISK,3
1,1,1,1,Salaried,2175,No,Owns,16,20,34,8,10,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,40,20,80,15,40,2,10,high,low,RISK,3
1,1,1,2,Hourly,3289,No,Rents,35,24,64,15,11,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,80,50,70,70,70,3,20,high,low,RISK,3
1,1,0,2,Bonus,4027,Yes,Rents,8,14,29,20,10,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,10,50,100,30,50,2,10,high,low,RISK,3
0,1,0,0,Hourly,4470,Yes,Owns,0,5,23,10,9,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,60,0,100,120,100,2,5,high,low,RISK,3
0,0,0,0,Bonus,3409,Yes,Rents,6,3,4,20,9,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,10,50,100,30,50,2,5,high,low,RISK,3
0,0,0,0,Hourly,2879,Yes,Rents,9,4,5,11,9,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,200,0,10,100,100,2,5,high,low,RISK,3
4,4,3,2,Salaried,4671,Yes,Rents,57,53,77,17,12,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,50,100,80,70,80,3,50,high,low,RISK,3
0,1,1,1,Hourly,1019,Yes,Owns,8,10,2,5,9,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,4000,6450,1500,2000,4000,2,5,high,low,RISK,3
1,1,0,0,Hourly,4350,No,Rents,2,5,12,16,9,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,30,50,75,0,50,2,5,high,low,RISK,3
0,0,1,0,Hourly,2299,Yes,Owns,6,5,5,1,9,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1600,200,600,0,600,2,5,high,low,RISK,3
0,1,0,0,Salaried,4742,No,Rents,5,16,31,5,10,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,4000,6450,2000,1500,4000,2,10,high,low,RISK,3
4,4,3,3,Hourly,1178,No,Owns,35,54,88,10,12,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,100,120,60,0,60,3,50,high,low,RISK,3
0,0,0,0,Bonus,1972,Yes,Owns,9,4,5,16,9,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,0,75,50,30,50,2,5,high,low,RISK,3
2,1,3,1,Hourly,2299,Yes,Owns,31,36,56,13,11,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,80,50,70,60,70,3,20,high,low,RISK,3
0,0,1,0,Hourly,3681,Yes,Owns,1,2,1,14,9,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,80,100,95,90,90,2,5,high,low,RISK,3
1,1,0,0,Bonus,2404,Yes,Owns,5,4,8,20,9,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,10,100,50,30,50,2,5,high,low,RISK,3
3,2,2,3,Salaried,4138,No,Owns,37,25,52,14,11,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,90,100,80,95,95,3,20,high,low,RISK,3
1,0,0,0,Bonus,1440,Yes,Owns,10,20,34,12,10,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,25,200,0,40,40,2,10,high,low,RISK,3
1,3,3,1,Hourly,170,No,Rents,37,31,59,11,11,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,0,10,200,100,10,3,20,high,low,RISK,3
3,3,3,4,Hourly,2183,Yes,Owns,37,63,98,2,12,DEDUCTIBLE,IN-NETWORK,COST IN $,600,0,200,1600,200,3,50,high,low,RISK,3
4,4,2,2,Bonus,1139,No,Owns,52,65,80,4,12,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1000,4000,1500,6450,1500,3,50,high,low,RISK,3
2,3,3,1,Hourly,4144,No,Owns,23,26,51,8,11,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,15,20,40,80,20,3,20,high,low,RISK,3
2,1,2,1,Bonus,2793,Yes,Owns,17,19,27,14,10,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,100,80,90,95,90,2,10,high,low,RISK,3
3,3,4,3,Salaried,1622,Yes,Rents,42,55,84,2,12,DEDUCTIBLE,IN-NETWORK,COST IN $,200,600,1600,0,200,3,50,high,low,RISK,3
1,2,0,1,Bonus,4199,No,Owns,14,17,32,2,10,DEDUCTIBLE,IN-NETWORK,COST IN $,1600,200,600,0,600,2,10,high,low,RISK,3
3,3,2,3,Salaried,4742,No,Rents,35,65,80,20,12,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,30,50,100,10,30,3,50,high,low,RISK,3
0,0,0,0,Hourly,2665,No,Rents,2,3,4,16,9,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,50,30,0,75,50,2,5,high,low,RISK,3
0,1,2,0,Salaried,4592,Yes,Rents,16,17,35,13,10,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,80,70,60,50,60,2,10,high,low,RISK,3
2,1,3,1,Hourly,2299,Yes,Owns,31,36,56,11,11,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,0,200,100,10,10,3,20,high,low,RISK,3
1,1,1,2,Hourly,2879,Yes,Rents,37,31,55,11,11,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,200,0,100,10,10,3,20,high,low,RISK,3
1,1,2,0,Hourly,2547,Yes,Owns,14,16,37,10,10,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,100,0,60,120,100,2,10,high,low,RISK,3
4,4,2,2,Bonus,1139,No,Owns,52,65,80,18,12,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,20,15,10,10,10,3,50,high,low,RISK,3
1,0,1,0,Salaried,1855,No,Rents,9,10,10,11,9,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,10,100,0,200,100,2,5,high,low,RISK,3
3,2,4,3,Hourly,2299,Yes,Owns,54,64,80,18,12,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,10,10,15,20,10,3,50,high,low,RISK,3
0,1,1,0,Salaried,3954,No,Owns,1,1,2,8,9,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,15,40,20,80,40,2,5,high,low,RISK,3
3,4,2,3,Hourly,4519,Yes,Owns,48,75,77,18,12,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,15,20,10,10,10,3,50,high,low,RISK,3
4,4,3,3,Hourly,1178,No,Owns,35,54,88,8,12,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,40,15,80,20,20,3,50,high,low,RISK,3
3,4,2,3,Hourly,176,Yes,Rents,45,70,81,18,12,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,10,10,15,20,10,3,50,high,low,RISK,3
1,0,2,0,Salaried,1855,No,Rents,17,20,35,12,10,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,0,40,25,200,40,2,10,high,low,RISK,3
0,0,0,1,Hourly,3289,No,Rents,15,12,39,10,10,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,120,60,0,100,100,2,10,high,low,RISK,3
0,0,0,0,Bonus,1440,Yes,Owns,4,10,8,10,9,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,0,60,100,120,100,2,5,high,low,RISK,3
1,0,2,1,Hourly,3561,Yes,Owns,12,13,26,12,10,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,40,25,0,200,40,2,10,high,low,RISK,3
2,1,1,0,Bonus,458,No,Rents,10,18,32,16,10,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,50,0,75,30,50,2,10,high,low,RISK,3
0,2,1,0,Salaried,358,No,Rents,12,16,31,18,10,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,10,10,15,20,15,2,10,high,low,RISK,3
1,1,0,0,Salaried,3352,Yes,Rents,1,9,1,1,9,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,600,1600,200,0,600,2,5,high,low,RISK,3
2,1,1,1,Bonus,1440,Yes,Owns,24,49,59,16,11,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,0,75,30,50,30,3,20,high,low,RISK,3
0,1,0,0,Salaried,358,No,Rents,5,5,5,18,9,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,10,20,15,10,15,2,5,high,low,RISK,3
1,1,0,1,Hourly,2954,Yes,Owns,18,17,32,5,10,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,4000,1500,6450,2000,4000,2,10,high,low,RISK,3
1,0,1,0,Salaried,2852,Yes,Rents,6,16,31,5,10,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,4000,1500,2000,6450,4000,2,10,high,low,RISK,3
3,3,3,2,Hourly,4605,Yes,Rents,46,65,88,16,12,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,75,50,30,0,30,3,50,high,low,RISK,3
2,2,2,3,Hourly,3289,No,Rents,59,54,88,8,12,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,40,15,80,20,20,3,50,high,low,RISK,3
1,2,1,1,Salaried,4742,No,Rents,15,38,56,5,11,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,6450,2000,1500,4000,2000,3,20,high,low,RISK,3
3,4,3,4,Salaried,4259,Yes,Rents,37,70,81,15,12,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,80,50,70,70,70,3,50,high,low,RISK,3
0,0,0,0,Hourly,2879,Yes,Rents,9,4,5,14,9,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,90,80,95,100,90,2,5,high,low,RISK,3
0,2,1,2,Salaried,4555,No,Rents,8,12,35,12,10,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,0,25,40,200,40,2,10,high,low,RISK,3
0,0,0,0,Bonus,2363,Yes,Rents,6,5,5,17,9,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,100,50,70,80,70,2,5,high,low,RISK,3
2,3,4,3,Salaried,4592,Yes,Rents,62,68,84,18,12,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,20,10,15,10,10,3,50,high,low,RISK,3
2,4,3,3,Bonus,2294,Yes,Owns,47,72,79,17,12,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,80,50,70,100,80,3,50,high,low,RISK,3
1,1,0,1,Salaried,3601,No,Owns,1,4,3,1,9,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,600,200,0,1600,600,2,5,high,low,RISK,3
1,1,0,1,Hourly,2954,Yes,Owns,18,17,32,1,10,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1600,0,200,600,600,2,10,high,low,RISK,3
1,3,3,3,Salaried,3042,Yes,Rents,16,31,55,14,11,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,90,100,80,95,95,3,20,high,low,RISK,3
2,4,4,3,Hourly,170,No,Rents,61,60,83,15,12,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,80,70,50,70,70,3,50,high,low,RISK,3
0,2,2,0,Hourly,170,No,Rents,16,14,34,12,10,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,0,40,200,25,40,2,10,high,low,RISK,3
2,0,1,0,Hourly,2250,No,Owns,11,17,35,20,10,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,50,30,10,100,50,2,10,high,low,RISK,3
0,0,0,0,Salaried,4742,No,Rents,0,6,5,13,9,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,50,70,60,80,60,2,5,high,low,RISK,3
1,2,0,0,Hourly,1178,No,Owns,5,12,39,11,10,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,100,200,10,0,100,2,10,high,low,RISK,3
2,3,4,3,Salaried,4592,Yes,Rents,62,68,84,8,12,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,40,20,15,80,20,3,50,high,low,RISK,3
1,2,2,0,Salaried,1012,Yes,Owns,15,13,50,1,10,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1600,600,200,600,2,10,high,low,RISK,3
1,3,1,2,Hourly,1596,Yes,Owns,27,25,52,15,11,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,80,70,70,50,70,3,20,high,low,RISK,3
0,1,2,1,Bonus,2810,Yes,Owns,15,20,35,13,10,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,70,60,80,50,60,2,10,high,low,RISK,3
2,4,4,4,Salaried,3042,Yes,Rents,37,60,80,2,12,DEDUCTIBLE,IN-NETWORK,COST IN $,200,1600,0,600,200,3,50,high,low,RISK,3
2,1,2,1,Bonus,2793,Yes,Owns,17,19,27,4,10,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1000,4000,6450,1500,4000,2,10,high,low,RISK,3
0,1,1,1,Salaried,3990,No,Rents,6,1,2,14,9,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,80,95,100,90,90,2,5,high,low,RISK,3
4,3,4,3,Salaried,2175,No,Owns,59,75,83,15,12,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,80,70,70,50,70,3,50,high,low,RISK,3
1,2,0,0,Hourly,4350,No,Rents,7,16,37,14,10,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,90,100,95,80,90,2,10,high,low,RISK,3
2,1,3,1,Salaried,1855,No,Rents,39,49,60,1,11,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,600,1600,200,200,3,20,high,low,RISK,3
0,0,1,1,Bonus,2810,Yes,Owns,8,10,10,18,9,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,10,15,20,10,15,2,5,high,low,RISK,3
4,4,2,3,Salaried,792,No,Owns,50,55,84,17,12,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,50,100,70,80,80,3,50,high,low,RISK,3
1,1,3,3,Salaried,1235,Yes,Rents,32,31,59,13,11,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,60,50,70,80,70,3,20,high,low,RISK,3
0,0,0,0,Bonus,1006,No,Owns,5,5,23,5,9,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,6450,2000,4000,1500,4000,2,5,high,low,RISK,3
0,0,0,1,Bonus,861,No,Owns,8,2,25,18,9,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,10,10,15,20,15,2,5,high,low,RISK,3
1,0,2,2,Salaried,1235,Yes,Rents,14,14,34,10,10,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,100,60,120,0,100,2,10,high,low,RISK,3
2,3,4,3,Hourly,2563,Yes,Rents,59,56,100,12,12,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,200,0,25,40,25,3,50,high,low,RISK,3
1,1,2,2,Bonus,3409,Yes,Rents,30,29,55,2,11,DEDUCTIBLE,IN-NETWORK,COST IN $,600,0,1600,200,200,3,20,high,low,RISK,3
4,3,4,3,Hourly,1593,No,Owns,36,55,76,16,12,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,30,75,0,50,30,3,50,high,low,RISK,3
2,4,2,3,Hourly,3429,No,Rents,58,70,81,11,12,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,200,0,10,100,10,3,50,high,low,RISK,3
0,0,1,0,Bonus,3179,No,Rents,2,2,0,1,9,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,600,200,1600,600,2,5,high,low,RISK,3
0,1,1,2,Salaried,3990,No,Rents,13,12,28,2,10,DEDUCTIBLE,IN-NETWORK,COST IN $,200,600,0,1600,600,2,10,high,low,RISK,3
2,0,2,1,Hourly,1593,No,Owns,5,13,27,18,10,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,10,20,10,15,15,2,10,high,low,RISK,3
0,2,2,2,Salaried,3042,Yes,Rents,6,14,30,1,10,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1600,200,0,600,600,2,10,high,low,RISK,3
4,4,2,2,Hourly,4350,No,Rents,40,64,87,8,12,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,15,40,20,80,20,3,50,high,low,RISK,3
3,1,1,2,Hourly,3735,Yes,Owns,34,33,56,13,11,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,80,70,60,50,70,3,20,high,low,RISK,3
2,0,1,1,Hourly,3252,Yes,Owns,10,12,35,12,10,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,40,0,200,25,40,2,10,high,low,RISK,3
2,1,0,2,Salaried,4377,No,Rents,10,19,27,15,10,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,80,50,70,70,70,2,10,high,low,RISK,3
0,2,0,1,Hourly,1596,Yes,Owns,11,13,27,12,10,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,40,0,25,200,40,2,10,high,low,RISK,3
0,1,0,1,Salaried,4555,No,Rents,2,1,9,4,9,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,1500,4000,1000,4000,2,5,high,low,RISK,3
1,0,1,0,Bonus,4695,No,Owns,0,6,5,17,9,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,70,50,100,80,70,2,5,high,low,RISK,3
3,3,3,4,Hourly,2183,Yes,Owns,37,63,98,20,12,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,50,100,30,10,30,3,50,high,low,RISK,3
0,1,0,0,Bonus,2294,Yes,Owns,4,9,4,11,9,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,100,0,200,10,100,2,5,high,low,RISK,3
