Unnamed: 0,type,prompt,action1,casualty_name,casualty_age,casualty_sex,casualty_rank,injury_type,injury_severity,injury_location,mission,denial,risktol,timeurg
162,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,5,2,8,3
162,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,2,2,14,1
162,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,2,2,9,1
162,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,2,2,6,-2
162,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,2,2,12,3
162,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,2,2,9,1
162,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,2,2,7,3
162,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,2,2,4,1
162,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,2,2,9,7
162,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,2,-1,8,-2
162,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,2,5,8,6
162,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,2,-4,8,7
162,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,2,8,8,-3
162,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,2,-4,8,3
162,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,2,8,8,1
162,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,2,3,8,-1
162,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,2,1,8,5
162,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,2,1,8,8
162,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,2,3,8,-4
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,8,3,7,6
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,5,3,5,6
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,6,3,4,6
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,4,3,4,6
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,-2,3,5,6
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,0,3,8,6
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,2,3,8,6
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,1,3,7,6
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,-3,7,6
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,-2,1,6
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,-3,7,6
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,9,5,6
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,8,11,6
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,9,5,6
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,-3,7,6
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,7,11,6
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,-1,1,6
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,9,5,6
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,-2,7,6
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,8,5,6
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,1,10,6
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,-3,1,6
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,5,2,6
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,9,11,6
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,9,3,6,5
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,-3,3,6,7
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,-1,3,6,14
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,7,3,6,-2
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,7,3,6,7
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,-1,3,6,5
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,0,3,6,5
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,6,3,6,10
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,0,3,6,2
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,6,3,6,7
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,3,12,5
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,3,7,5
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,3,4,2
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,3,10,7
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,3,7,5
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,3,5,7
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,3,2,5
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,3,7,11
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,0,6,2
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,6,6,10
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,-3,6,11
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,9,6,1
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,-3,6,7
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,9,6,5
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,4,6,3
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,2,6,9
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,2,6,12
164,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,4,6,0
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,8,3,7,6
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,5,3,5,6
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,6,3,4,6
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,4,3,4,6
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,-2,3,5,6
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,0,3,8,6
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,2,3,8,6
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,1,3,7,6
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,-3,7,6
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,-2,1,6
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,-3,7,6
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,9,5,6
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,8,11,6
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,9,5,6
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,-3,7,6
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,7,11,6
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,-1,1,6
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,9,5,6
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,-2,7,6
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,8,5,6
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,1,10,6
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,-3,1,6
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,5,2,6
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,9,11,6
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,9,3,6,5
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,-3,3,6,7
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,-1,3,6,14
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,7,3,6,-2
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,7,3,6,7
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,-1,3,6,5
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,0,3,6,5
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,6,3,6,10
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,0,3,6,2
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,6,3,6,7
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,3,12,5
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,3,7,5
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,3,4,2
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,3,10,7
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,3,7,5
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,3,5,7
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,3,2,5
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,3,7,11
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,0,6,2
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,6,6,10
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,-3,6,11
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,9,6,1
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,-3,6,7
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,9,6,5
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,4,6,3
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,2,6,9
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,2,6,12
165,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,4,6,0
166,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,7,3,8,8
166,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,4,3,6,8
166,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,5,3,5,8
166,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,3,3,5,8
166,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,-3,3,6,8
166,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,-1,3,9,8
166,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,1,3,9,8
166,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,0,3,8,8
166,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,2,-3,8,8
166,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,2,-2,2,8
166,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,2,-3,8,8
166,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,2,9,6,8
166,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,2,8,12,8
166,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,2,9,6,8
166,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,2,-3,8,8
166,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,2,7,12,8
166,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,2,-1,2,8
166,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,2,9,6,8
166,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,2,-2,8,8
166,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,2,8,6,8
166,SelectTreatment,"You decide to treat casualty D first, which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-D,40,M,Civilian,SHRAPNEL,0.25,RIGHT_FACE,2,1,11,8
