Case,Actual Outcome,Actual Outcome of 5 Most Similar Cases,Similarity#1,Similarity#2,Similarity#3,Similarity#4,Similarity#5,Top 5 Most Similar Case Index,Similarity Score,Diff_Attributes: Most Similar Variation 1,Diff_Attributes: Most Similar Variation 2,Diff_Attributes: Most Similar Variation 3,Diff_Attributes: Most Similar Variation 4,Diff_Attributes: Most Similar Variation 5
[230],10,[10 10 10 10 10],Case: 148 / Pred: 10,Case: 157 / Pred: 10,Case: 226 / Pred: 10,Case: 232 / Pred: 10,Case: 149 / Pred: 10,"[148, 157, 226, 232, 149]","[0.46996280873984714, 0.46996280873984714, 0.46969606658825586, 0.4688808984243883, 0.4673880195312563]","Prompt: 16.0/11.0, Mission: 7.0/2.0 - Non-Counterfactual","Prompt: 16.0/11.0, Mission: 7.0/2.0 - Non-Counterfactual","Mission: 7.0/2.0, Risktol: 2.0/3.0 - Non-Counterfactual","Risktol: 2.0/3.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Prompt: 16.0/11.0, Mission: 4.0/2.0, Timeurg: 4.0/3.0 - Non-Counterfactual"
[231],3,[10 10 10 10 10],Case: 154 / Pred: 10,Case: 233 / Pred: 10,Case: 234 / Pred: 10,Case: 229 / Pred: 10,Case: 228 / Pred: 10,"[154, 233, 234, 229, 228]","[0.46761686750740306, 0.4675800195640902, 0.4675800195640902, 0.4673487863975569, 0.46711980708505946]","Prompt: 16.0/11.0, Mission: 6.0/7.0, Denial: 3.0/7.0 - Counterfactual","Denial: 3.0/7.0, Timeurg: 6.0/7.0 - Counterfactual","Denial: 3.0/7.0, Timeurg: 6.0/7.0 - Counterfactual","Mission: 3.0/7.0, Denial: 6.0/7.0, Risktol: 6.0/7.0 - Counterfactual","Mission: 2.0/7.0, Risktol: 8.0/7.0, Timeurg: 8.0/7.0 - Counterfactual"
[232],10,[10 10 10 10 10],Case: 150 / Pred: 10,Case: 156 / Pred: 10,Case: 230 / Pred: 10,Case: 225 / Pred: 10,Case: 238 / Pred: 10,"[150, 156, 230, 225, 238]","[0.46996280873984714, 0.46996280873984714, 0.4688808984243883, 0.4683974516975649, 0.4683974516975649]","Prompt: 16.0/11.0, Mission: 4.0/2.0 - Non-Counterfactual","Prompt: 16.0/11.0, Mission: 8.0/2.0 - Non-Counterfactual","Risktol: 3.0/2.0, Timeurg: 3.0/2.0 - Non-Counterfactual","Mission: 8.0/2.0, Denial: 2.0/3.0 - Non-Counterfactual","Mission: 0.0/2.0, Denial: 2.0/3.0 - Non-Counterfactual"
[233],10,[10  3 10  3 10],Case: 234 / Pred: 10,Case: 231 / Pred: 3,Case: 154 / Pred: 10,Case: 235 / Pred: 3,Case: 236 / Pred: 10,"[234, 231, 154, 235, 236]","[0.47248710280182366, 0.4675800195640902, 0.4673880195312563, 0.46711980708505946, 0.4658140100506602]", - Non-Counterfactual,"Denial: 7.0/3.0, Timeurg: 7.0/6.0 - Counterfactual","Prompt: 16.0/11.0, Mission: 6.0/7.0, Timeurg: 7.0/6.0 - Non-Counterfactual","Mission: 8.0/7.0, Risktol: 8.0/7.0, Timeurg: 8.0/6.0 - Counterfactual","Mission: 2.0/7.0, Denial: 8.0/3.0, Timeurg: 8.0/6.0 - Non-Counterfactual"
[234],10,[10  3 10  3 10],Case: 233 / Pred: 10,Case: 231 / Pred: 3,Case: 154 / Pred: 10,Case: 235 / Pred: 3,Case: 236 / Pred: 10,"[233, 231, 154, 235, 236]","[0.47248710280182366, 0.4675800195640902, 0.4673880195312563, 0.46711980708505946, 0.4658140100506602]", - Non-Counterfactual,"Denial: 7.0/3.0, Timeurg: 7.0/6.0 - Counterfactual","Prompt: 16.0/11.0, Mission: 6.0/7.0, Timeurg: 7.0/6.0 - Non-Counterfactual","Mission: 8.0/7.0, Risktol: 8.0/7.0, Timeurg: 8.0/6.0 - Counterfactual","Mission: 2.0/7.0, Denial: 8.0/3.0, Timeurg: 8.0/6.0 - Non-Counterfactual"
[235],3,[10 10 10 10 10],Case: 152 / Pred: 10,Case: 224 / Pred: 10,Case: 228 / Pred: 10,Case: 236 / Pred: 10,Case: 233 / Pred: 10,"[152, 224, 228, 236, 233]","[0.4693760938879552, 0.4683974516975649, 0.4683974516975649, 0.4673487863975569, 0.46711980708505946]","Prompt: 16.0/11.0, Denial: 7.0/3.0 - Counterfactual","Mission: 2.0/8.0, Denial: 8.0/3.0 - Counterfactual","Mission: 2.0/8.0, Denial: 7.0/3.0 - Counterfactual","Mission: 2.0/8.0, Denial: 8.0/3.0, Risktol: 7.0/8.0 - Counterfactual","Mission: 7.0/8.0, Risktol: 7.0/8.0, Timeurg: 6.0/8.0 - Counterfactual"
[236],10,[10 10  3 10 10],Case: 224 / Pred: 10,Case: 228 / Pred: 10,Case: 235 / Pred: 3,Case: 146 / Pred: 10,Case: 152 / Pred: 10,"[224, 228, 235, 146, 152]","[0.47144753441348874, 0.46910901812195815, 0.4673487863975569, 0.4665664477520139, 0.4665664477520139]",Risktol: 8.0/7.0 - Non-Counterfactual,"Denial: 7.0/8.0, Risktol: 8.0/7.0 - Non-Counterfactual","Mission: 8.0/2.0, Denial: 3.0/8.0, Risktol: 8.0/7.0 - Counterfactual","Prompt: 16.0/11.0, Mission: 7.0/2.0, Denial: 2.0/8.0, Risktol: 6.0/7.0 - Non-Counterfactual","Prompt: 16.0/11.0, Mission: 8.0/2.0, Denial: 7.0/8.0, Risktol: 8.0/7.0 - Non-Counterfactual"
[237],10,[10  4  4  3 10],Case: 149 / Pred: 10,Case: 151 / Pred: 4,Case: 155 / Pred: 4,Case: 239 / Pred: 3,Case: 226 / Pred: 10,"[149, 151, 155, 239, 226]","[0.4671520813616326, 0.4671520813616326, 0.4671520813616326, 0.46640850834279995, 0.46617906718177465]","Prompt: 16.0/11.0, Mission: 4.0/6.0, Risktol: 3.0/0.0 - Non-Counterfactual","Prompt: 16.0/11.0, Mission: 7.0/6.0, Risktol: 3.0/0.0 - Counterfactual","Prompt: 16.0/11.0, Mission: 8.0/6.0, Risktol: 3.0/0.0 - Counterfactual","Mission: 8.0/6.0, Denial: 2.0/3.0, Risktol: 2.0/0.0 - Counterfactual","Mission: 7.0/6.0, Risktol: 2.0/0.0, Timeurg: 3.0/4.0 - Non-Counterfactual"
[238],10,[10 10  4 10  4],Case: 158 / Pred: 10,Case: 225 / Pred: 10,Case: 159 / Pred: 4,Case: 145 / Pred: 10,Case: 147 / Pred: 4,"[158, 225, 159, 145, 147]","[0.47171328615455016, 0.4707395028866631, 0.46996280873984714, 0.46891764414355613, 0.46891764414355613]",Prompt: 16.0/11.0 - Non-Counterfactual,Mission: 8.0/0.0 - Non-Counterfactual,"Prompt: 16.0/11.0, Mission: 4.0/0.0 - Counterfactual","Prompt: 16.0/11.0, Mission: 2.0/0.0, Risktol: 3.0/2.0 - Non-Counterfactual","Prompt: 16.0/11.0, Mission: 2.0/0.0, Risktol: 3.0/2.0 - Counterfactual"
[239],3,[10 10  4 10 10],Case: 225 / Pred: 10,Case: 144 / Pred: 10,Case: 155 / Pred: 4,Case: 238 / Pred: 10,Case: 158 / Pred: 10,"[225, 144, 155, 238, 158]","[0.4699261447469857, 0.46914810405396334, 0.46832961993024863, 0.46816898528275724, 0.4673880195312563]",Timeurg: 2.0/4.0 - Counterfactual,"Prompt: 16.0/11.0, Timeurg: 7.0/4.0 - Counterfactual","Prompt: 16.0/11.0, Denial: 3.0/2.0, Risktol: 3.0/2.0 - Counterfactual","Mission: 0.0/8.0, Timeurg: 2.0/4.0 - Counterfactual","Prompt: 16.0/11.0, Mission: 0.0/8.0, Timeurg: 2.0/4.0 - Counterfactual"
[240],10,[10  6 10 10 10],Case: 252 / Pred: 10,Case: 251 / Pred: 6,Case: 166 / Pred: 10,Case: 241 / Pred: 10,Case: 242 / Pred: 10,"[252, 251, 166, 241, 242]","[0.4707395028866631, 0.4683974516975649, 0.46832961993024863, 0.4675800195640902, 0.4675800195640902]",Mission: 7.0/2.0 - Non-Counterfactual,"Mission: 3.0/2.0, Denial: 2.0/8.0 - Counterfactual","Prompt: 17.0/12.0, Denial: 3.0/8.0, Risktol: 7.0/8.0 - Non-Counterfactual","Denial: 2.0/8.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Denial: 2.0/8.0, Timeurg: 2.0/8.0 - Non-Counterfactual"
[241],10,[10 10 10 10  6],Case: 242 / Pred: 10,Case: 161 / Pred: 10,Case: 162 / Pred: 10,Case: 250 / Pred: 10,Case: 251 / Pred: 6,"[242, 161, 162, 250, 251]","[0.47248710280182366, 0.47171328615455016, 0.47171328615455016, 0.4681722753331663, 0.46816898528275724]", - Non-Counterfactual,Prompt: 17.0/12.0 - Non-Counterfactual,Prompt: 17.0/12.0 - Non-Counterfactual,"Denial: 3.0/2.0, Risktol: 6.0/8.0 - Non-Counterfactual","Mission: 3.0/2.0, Timeurg: 8.0/2.0 - Counterfactual"
[242],10,[10 10 10 10  6],Case: 241 / Pred: 10,Case: 161 / Pred: 10,Case: 162 / Pred: 10,Case: 250 / Pred: 10,Case: 251 / Pred: 6,"[241, 161, 162, 250, 251]","[0.47248710280182366, 0.47171328615455016, 0.47171328615455016, 0.4681722753331663, 0.46816898528275724]", - Non-Counterfactual,Prompt: 17.0/12.0 - Non-Counterfactual,Prompt: 17.0/12.0 - Non-Counterfactual,"Denial: 3.0/2.0, Risktol: 6.0/8.0 - Non-Counterfactual","Mission: 3.0/2.0, Timeurg: 8.0/2.0 - Counterfactual"
[243],6,[ 1 10 10 10 10],Case: 163 / Pred: 1,Case: 244 / Pred: 10,Case: 248 / Pred: 10,Case: 169 / Pred: 10,Case: 174 / Pred: 10,"[163, 244, 248, 169, 174]","[0.47171328615455016, 0.4683974516975649, 0.46816898528275724, 0.46761686750740306, 0.4673880195312563]",Prompt: 17.0/12.0 - Counterfactual,"Mission: 8.0/7.0, Denial: 8.0/2.0 - Counterfactual","Mission: 2.0/7.0, Timeurg: 2.0/8.0 - Counterfactual","Prompt: 17.0/12.0, Mission: 3.0/7.0, Denial: 3.0/2.0 - Counterfactual","Prompt: 17.0/12.0, Mission: 4.0/7.0, Timeurg: 2.0/8.0 - Counterfactual"
[244],10,[ 6  1 10 10 10],Case: 243 / Pred: 6,Case: 163 / Pred: 1,Case: 169 / Pred: 10,Case: 240 / Pred: 10,Case: 252 / Pred: 10,"[243, 163, 169, 240, 252]","[0.4683974516975649, 0.46761686750740306, 0.46761686750740306, 0.4661087519804898, 0.4661087519804898]","Mission: 7.0/8.0, Denial: 2.0/8.0 - Counterfactual","Prompt: 17.0/12.0, Mission: 7.0/8.0, Denial: 2.0/8.0 - Counterfactual","Prompt: 17.0/12.0, Mission: 3.0/8.0, Denial: 3.0/8.0 - Non-Counterfactual","Mission: 2.0/8.0, Risktol: 8.0/2.0 - Non-Counterfactual","Mission: 7.0/8.0, Risktol: 8.0/2.0 - Non-Counterfactual"
[245],10,[10  6  1  1 10],Case: 246 / Pred: 10,Case: 243 / Pred: 6,Case: 171 / Pred: 1,Case: 163 / Pred: 1,Case: 173 / Pred: 10,"[246, 243, 171, 163, 173]","[0.46711980708505946, 0.46652951684330923, 0.46582351778224707, 0.46574580202801075, 0.46502908939134124]","Mission: 4.0/7.0, Risktol: 2.0/3.0, Timeurg: 3.0/7.0 - Non-Counterfactual","Denial: 2.0/7.0, Risktol: 2.0/3.0, Timeurg: 8.0/7.0 - Counterfactual","Prompt: 17.0/12.0, Mission: 8.0/7.0, Risktol: 8.0/3.0 - Counterfactual","Prompt: 17.0/12.0, Denial: 2.0/7.0, Risktol: 2.0/3.0, Timeurg: 8.0/7.0 - Counterfactual","Prompt: 17.0/12.0, Mission: 6.0/7.0, Denial: 3.0/7.0, Timeurg: 3.0/7.0 - Non-Counterfactual"
[246],10,[10 10 10 10  6],Case: 245 / Pred: 10,Case: 174 / Pred: 10,Case: 173 / Pred: 10,Case: 254 / Pred: 10,Case: 243 / Pred: 6,"[245, 174, 173, 254, 243]","[0.46711980708505946, 0.4667980684581058, 0.4665664477520139, 0.46640850834279995, 0.4658140100506602]","Mission: 7.0/4.0, Risktol: 3.0/2.0, Timeurg: 7.0/3.0 - Non-Counterfactual","Prompt: 17.0/12.0, Denial: 2.0/7.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Prompt: 17.0/12.0, Mission: 6.0/4.0, Denial: 3.0/7.0, Risktol: 3.0/2.0 - Non-Counterfactual","Mission: 0.0/4.0, Denial: 2.0/7.0, Risktol: 4.0/2.0 - Non-Counterfactual","Mission: 7.0/4.0, Denial: 2.0/7.0, Timeurg: 8.0/3.0 - Counterfactual"
[247],6,[10 10  6 10 10],Case: 166 / Pred: 10,Case: 240 / Pred: 10,Case: 251 / Pred: 6,Case: 252 / Pred: 10,Case: 160 / Pred: 10,"[166, 240, 251, 252, 160]","[0.46761686750740306, 0.4673487863975569, 0.4673487863975569, 0.4673487863975569, 0.4667980684581058]","Prompt: 17.0/12.0, Mission: 2.0/6.0, Denial: 3.0/7.0 - Counterfactual","Mission: 2.0/6.0, Denial: 8.0/7.0, Risktol: 8.0/7.0 - Counterfactual","Mission: 3.0/6.0, Denial: 2.0/7.0, Risktol: 8.0/7.0 - Non-Counterfactual","Mission: 7.0/6.0, Denial: 8.0/7.0, Risktol: 8.0/7.0 - Counterfactual","Prompt: 17.0/12.0, Denial: 2.0/7.0, Timeurg: 3.0/8.0 - Counterfactual"
[248],10,[10  6 10 10 10],Case: 174 / Pred: 10,Case: 243 / Pred: 6,Case: 241 / Pred: 10,Case: 242 / Pred: 10,Case: 172 / Pred: 10,"[174, 243, 241, 242, 172]","[0.46996280873984714, 0.46816898528275724, 0.4678736489789611, 0.4678736489789611, 0.46761686750740306]","Prompt: 17.0/12.0, Mission: 4.0/2.0 - Non-Counterfactual","Mission: 7.0/2.0, Timeurg: 8.0/2.0 - Counterfactual",Risktol: 8.0/2.0 - Non-Counterfactual,Risktol: 8.0/2.0 - Non-Counterfactual,"Prompt: 17.0/12.0, Mission: 6.0/2.0, Denial: 3.0/2.0 - Non-Counterfactual"
[249],10,[10 10 10 10 10],Case: 250 / Pred: 10,Case: 164 / Pred: 10,Case: 165 / Pred: 10,Case: 166 / Pred: 10,Case: 241 / Pred: 10,"[250, 164, 165, 166, 241]","[0.46969606658825586, 0.4681011204087478, 0.4681011204087478, 0.4673880195312563, 0.4673487863975569]","Mission: 2.0/3.0, Risktol: 6.0/7.0 - Non-Counterfactual","Prompt: 17.0/12.0, Risktol: 6.0/7.0, Timeurg: 6.0/2.0 - Non-Counterfactual","Prompt: 17.0/12.0, Risktol: 6.0/7.0, Timeurg: 6.0/2.0 - Non-Counterfactual","Prompt: 17.0/12.0, Mission: 2.0/3.0, Timeurg: 8.0/2.0 - Non-Counterfactual","Mission: 2.0/3.0, Denial: 2.0/3.0, Risktol: 8.0/7.0 - Non-Counterfactual"
[250],10,[10 10 10 10 10],Case: 249 / Pred: 10,Case: 241 / Pred: 10,Case: 242 / Pred: 10,Case: 253 / Pred: 10,Case: 166 / Pred: 10,"[249, 241, 242, 253, 166]","[0.46969606658825586, 0.4681722753331663, 0.4681722753331663, 0.46816898528275724, 0.4681011204087478]","Mission: 3.0/2.0, Risktol: 7.0/6.0 - Non-Counterfactual","Denial: 2.0/3.0, Risktol: 8.0/6.0 - Non-Counterfactual","Denial: 2.0/3.0, Risktol: 8.0/6.0 - Non-Counterfactual","Mission: 6.0/2.0, Timeurg: 3.0/2.0 - Non-Counterfactual","Prompt: 17.0/12.0, Risktol: 7.0/6.0, Timeurg: 8.0/2.0 - Non-Counterfactual"
[251],6,[10 10 10 10 10],Case: 240 / Pred: 10,Case: 252 / Pred: 10,Case: 241 / Pred: 10,Case: 242 / Pred: 10,Case: 161 / Pred: 10,"[240, 252, 241, 242, 161]","[0.4683974516975649, 0.4683974516975649, 0.46816898528275724, 0.46816898528275724, 0.4673880195312563]","Mission: 2.0/3.0, Denial: 8.0/2.0 - Counterfactual","Mission: 7.0/3.0, Denial: 8.0/2.0 - Counterfactual","Mission: 2.0/3.0, Timeurg: 2.0/8.0 - Counterfactual","Mission: 2.0/3.0, Timeurg: 2.0/8.0 - Counterfactual","Prompt: 17.0/12.0, Mission: 2.0/3.0, Timeurg: 2.0/8.0 - Counterfactual"
[252],10,[10  6  6 10 10],Case: 240 / Pred: 10,Case: 251 / Pred: 6,Case: 247 / Pred: 6,Case: 166 / Pred: 10,Case: 244 / Pred: 10,"[240, 251, 247, 166, 244]","[0.4707395028866631, 0.4683974516975649, 0.4673487863975569, 0.4665664477520139, 0.4661087519804898]",Mission: 2.0/7.0 - Non-Counterfactual,"Mission: 3.0/7.0, Denial: 2.0/8.0 - Counterfactual","Mission: 6.0/7.0, Denial: 7.0/8.0, Risktol: 7.0/8.0 - Counterfactual","Prompt: 17.0/12.0, Mission: 2.0/7.0, Denial: 3.0/8.0, Risktol: 7.0/8.0 - Non-Counterfactual","Mission: 8.0/7.0, Risktol: 2.0/8.0 - Non-Counterfactual"
[253],10,[10 10 10 10 10],Case: 173 / Pred: 10,Case: 160 / Pred: 10,Case: 250 / Pred: 10,Case: 164 / Pred: 10,Case: 165 / Pred: 10,"[173, 160, 250, 164, 165]","[0.4689130514888488, 0.46832961993024863, 0.46816898528275724, 0.4673880195312563, 0.4673880195312563]","Prompt: 17.0/12.0, Risktol: 3.0/6.0 - Non-Counterfactual","Prompt: 17.0/12.0, Denial: 2.0/3.0, Risktol: 7.0/6.0 - Non-Counterfactual","Mission: 2.0/6.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Prompt: 17.0/12.0, Mission: 3.0/6.0, Timeurg: 6.0/3.0 - Non-Counterfactual","Prompt: 17.0/12.0, Mission: 3.0/6.0, Timeurg: 6.0/3.0 - Non-Counterfactual"
[254],10,[ 6 10 10 10 10],Case: 255 / Pred: 6,Case: 160 / Pred: 10,Case: 173 / Pred: 10,Case: 246 / Pred: 10,Case: 253 / Pred: 10,"[255, 160, 173, 246, 253]","[0.46816898528275724, 0.4671520813616326, 0.4665664477520139, 0.46640850834279995, 0.46640850834279995]","Mission: 4.0/0.0, Timeurg: 4.0/3.0 - Counterfactual","Prompt: 17.0/12.0, Mission: 6.0/0.0, Risktol: 7.0/4.0 - Non-Counterfactual","Prompt: 17.0/12.0, Mission: 6.0/0.0, Denial: 3.0/2.0, Risktol: 3.0/4.0 - Non-Counterfactual","Mission: 4.0/0.0, Denial: 7.0/2.0, Risktol: 2.0/4.0 - Non-Counterfactual","Mission: 6.0/0.0, Denial: 3.0/2.0, Risktol: 6.0/4.0 - Non-Counterfactual"
[255],6,[10  1 10  1  6],Case: 254 / Pred: 10,Case: 167 / Pred: 1,Case: 174 / Pred: 10,Case: 175 / Pred: 1,Case: 243 / Pred: 6,"[254, 167, 174, 175, 243]","[0.46816898528275724, 0.46739131507902193, 0.46716235661192934, 0.46716235661192934, 0.46617906718177465]","Mission: 0.0/4.0, Timeurg: 3.0/4.0 - Counterfactual","Prompt: 17.0/12.0, Denial: 3.0/2.0, Risktol: 6.0/4.0 - Counterfactual","Prompt: 17.0/12.0, Risktol: 2.0/4.0, Timeurg: 2.0/4.0 - Counterfactual","Prompt: 17.0/12.0, Risktol: 6.0/4.0, Timeurg: 2.0/4.0 - Counterfactual","Mission: 7.0/4.0, Risktol: 2.0/4.0, Timeurg: 8.0/4.0 - Non-Counterfactual"
[256],10,[10 10  8  8 10],Case: 268 / Pred: 10,Case: 261 / Pred: 10,Case: 263 / Pred: 8,Case: 259 / Pred: 8,Case: 260 / Pred: 10,"[268, 261, 263, 259, 260]","[0.4683701212016436, 0.4675800195640902, 0.4675800195640902, 0.4673487863975569, 0.4673487863975569]",Risktol: 8.0/3.0 - Non-Counterfactual,"Denial: 6.0/8.0, Timeurg: 6.0/8.0 - Non-Counterfactual","Denial: 7.0/8.0, Timeurg: 4.0/8.0 - Counterfactual","Mission: 2.0/7.0, Denial: 2.0/8.0, Risktol: 2.0/3.0 - Counterfactual","Mission: 8.0/7.0, Denial: 2.0/8.0, Risktol: 2.0/3.0 - Non-Counterfactual"
[257],10,[10  0 10  8 10],Case: 264 / Pred: 10,Case: 190 / Pred: 0,Case: 258 / Pred: 10,Case: 259 / Pred: 8,Case: 265 / Pred: 10,"[264, 190, 258, 259, 265]","[0.47248710280182366, 0.46996280873984714, 0.4699261447469857, 0.4699261447469857, 0.4699261447469857]", - Non-Counterfactual,"Prompt: 18.0/13.0, Mission: 4.0/2.0 - Counterfactual",Timeurg: 3.0/2.0 - Non-Counterfactual,Timeurg: 8.0/2.0 - Counterfactual,Timeurg: 4.0/2.0 - Non-Counterfactual
[258],10,[10  8 10 10 10],Case: 257 / Pred: 10,Case: 259 / Pred: 8,Case: 264 / Pred: 10,Case: 265 / Pred: 10,Case: 185 / Pred: 10,"[257, 259, 264, 265, 185]","[0.4699261447469857, 0.4699261447469857, 0.4699261447469857, 0.4699261447469857, 0.46914810405396334]",Timeurg: 2.0/3.0 - Non-Counterfactual,Timeurg: 8.0/3.0 - Counterfactual,Timeurg: 2.0/3.0 - Non-Counterfactual,Timeurg: 4.0/3.0 - Non-Counterfactual,"Prompt: 18.0/13.0, Timeurg: 7.0/3.0 - Non-Counterfactual"
[259],8,[10 10 10 10 10],Case: 260 / Pred: 10,Case: 257 / Pred: 10,Case: 258 / Pred: 10,Case: 264 / Pred: 10,Case: 265 / Pred: 10,"[260, 257, 258, 264, 265]","[0.4707395028866631, 0.4699261447469857, 0.4699261447469857, 0.4699261447469857, 0.4699261447469857]",Mission: 8.0/2.0 - Counterfactual,Timeurg: 2.0/8.0 - Counterfactual,Timeurg: 3.0/8.0 - Counterfactual,Timeurg: 2.0/8.0 - Counterfactual,Timeurg: 4.0/8.0 - Counterfactual
[260],10,[ 8 10 10 10 10],Case: 259 / Pred: 8,Case: 184 / Pred: 10,Case: 257 / Pred: 10,Case: 258 / Pred: 10,Case: 264 / Pred: 10,"[259, 184, 257, 258, 264]","[0.4707395028866631, 0.4681965875542558, 0.46816898528275724, 0.46816898528275724, 0.46816898528275724]",Mission: 2.0/8.0 - Counterfactual,"Prompt: 18.0/13.0, Risktol: 6.0/2.0 - Non-Counterfactual","Mission: 2.0/8.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Mission: 2.0/8.0, Timeurg: 3.0/8.0 - Non-Counterfactual","Mission: 2.0/8.0, Timeurg: 2.0/8.0 - Non-Counterfactual"
[261],10,[10  8 10  0 10],Case: 256 / Pred: 10,Case: 263 / Pred: 8,Case: 266 / Pred: 10,Case: 186 / Pred: 0,Case: 189 / Pred: 10,"[256, 263, 266, 186, 189]","[0.4675800195640902, 0.4675800195640902, 0.4655772742291358, 0.46502908939134124, 0.46502908939134124]","Denial: 8.0/6.0, Timeurg: 8.0/6.0 - Non-Counterfactual","Denial: 7.0/6.0, Timeurg: 4.0/6.0 - Counterfactual","Mission: 2.0/7.0, Denial: 2.0/6.0, Risktol: 6.0/3.0 - Non-Counterfactual","Prompt: 18.0/13.0, Mission: 2.0/7.0, Denial: 2.0/6.0, Timeurg: 7.0/6.0 - Counterfactual","Prompt: 18.0/13.0, Mission: 6.0/7.0, Denial: 0.0/6.0, Timeurg: 3.0/6.0 - Non-Counterfactual"
[262],10,[10 10 10  0  8],Case: 257 / Pred: 10,Case: 264 / Pred: 10,Case: 188 / Pred: 10,Case: 190 / Pred: 0,Case: 263 / Pred: 8,"[257, 264, 188, 190, 263]","[0.4683974516975649, 0.4683974516975649, 0.46761686750740306, 0.46761686750740306, 0.46711980708505946]","Mission: 2.0/3.0, Denial: 2.0/7.0 - Non-Counterfactual","Mission: 2.0/3.0, Denial: 2.0/7.0 - Non-Counterfactual","Prompt: 18.0/13.0, Mission: 6.0/3.0, Denial: 3.0/7.0 - Non-Counterfactual","Prompt: 18.0/13.0, Mission: 4.0/3.0, Denial: 2.0/7.0 - Counterfactual","Mission: 7.0/3.0, Risktol: 3.0/2.0, Timeurg: 4.0/2.0 - Counterfactual"
[263],8,[10 10 10  8 10],Case: 256 / Pred: 10,Case: 261 / Pred: 10,Case: 265 / Pred: 10,Case: 271 / Pred: 8,Case: 262 / Pred: 10,"[256, 261, 265, 271, 262]","[0.4675800195640902, 0.4675800195640902, 0.4673487863975569, 0.4673487863975569, 0.46711980708505946]","Denial: 8.0/7.0, Timeurg: 8.0/4.0 - Counterfactual","Denial: 6.0/7.0, Timeurg: 6.0/4.0 - Counterfactual","Mission: 2.0/7.0, Denial: 2.0/7.0, Risktol: 2.0/3.0 - Counterfactual","Mission: 4.0/7.0, Denial: 2.0/7.0, Risktol: 4.0/3.0 - Non-Counterfactual","Mission: 3.0/7.0, Risktol: 2.0/3.0, Timeurg: 2.0/4.0 - Counterfactual"
[264],10,[10  0 10  8 10],Case: 257 / Pred: 10,Case: 190 / Pred: 0,Case: 258 / Pred: 10,Case: 259 / Pred: 8,Case: 265 / Pred: 10,"[257, 190, 258, 259, 265]","[0.47248710280182366, 0.46996280873984714, 0.4699261447469857, 0.4699261447469857, 0.4699261447469857]", - Non-Counterfactual,"Prompt: 18.0/13.0, Mission: 4.0/2.0 - Counterfactual",Timeurg: 3.0/2.0 - Non-Counterfactual,Timeurg: 8.0/2.0 - Counterfactual,Timeurg: 4.0/2.0 - Non-Counterfactual
[265],10,[10 10  8 10 10],Case: 257 / Pred: 10,Case: 258 / Pred: 10,Case: 259 / Pred: 8,Case: 264 / Pred: 10,Case: 185 / Pred: 10,"[257, 258, 259, 264, 185]","[0.4699261447469857, 0.4699261447469857, 0.4699261447469857, 0.4699261447469857, 0.46914810405396334]",Timeurg: 2.0/4.0 - Non-Counterfactual,Timeurg: 3.0/4.0 - Non-Counterfactual,Timeurg: 8.0/4.0 - Counterfactual,Timeurg: 2.0/4.0 - Non-Counterfactual,"Prompt: 18.0/13.0, Timeurg: 7.0/4.0 - Non-Counterfactual"
[266],10,[10 10  0  8  8],Case: 176 / Pred: 10,Case: 177 / Pred: 10,Case: 178 / Pred: 0,Case: 179 / Pred: 8,Case: 267 / Pred: 8,"[176, 177, 178, 179, 267]","[0.47067200864850794, 0.4681011204087478, 0.4681011204087478, 0.4681011204087478, 0.46794369897942634]","Prompt: 18.0/13.0, Risktol: 7.0/6.0 - Non-Counterfactual","Prompt: 18.0/13.0, Risktol: 7.0/6.0, Timeurg: 2.0/6.0 - Non-Counterfactual","Prompt: 18.0/13.0, Risktol: 7.0/6.0, Timeurg: 2.0/6.0 - Counterfactual","Prompt: 18.0/13.0, Risktol: 7.0/6.0, Timeurg: 8.0/6.0 - Counterfactual","Risktol: 8.0/6.0, Timeurg: 8.0/6.0 - Counterfactual"
[267],8,[ 8  8 10 10 10],Case: 179 / Pred: 8,Case: 187 / Pred: 8,Case: 268 / Pred: 10,Case: 176 / Pred: 10,Case: 177 / Pred: 10,"[179, 187, 268, 176, 177]","[0.47067200864850794, 0.46914810405396334, 0.4683974516975649, 0.4681011204087478, 0.4681011204087478]","Prompt: 18.0/13.0, Risktol: 7.0/8.0 - Non-Counterfactual","Prompt: 18.0/13.0, Timeurg: 7.0/8.0 - Non-Counterfactual","Mission: 7.0/2.0, Denial: 8.0/2.0 - Counterfactual","Prompt: 18.0/13.0, Risktol: 7.0/8.0, Timeurg: 6.0/8.0 - Counterfactual","Prompt: 18.0/13.0, Risktol: 7.0/8.0, Timeurg: 2.0/8.0 - Counterfactual"
