index,unvisited_count,injured_count,others_tagged_or_uninjured,aid_available,environment_type,questioning,assessing,treating,tagging,leaving,All Predictors.moral_desert(0.6)-maximization(0.2).time,All Predictors.moral_desert(0.6)-maximization(0.2).resources,All Predictors.moral_desert(0.6)-maximization(0.2).risk_reward_ratio,All Predictors.moral_desert(0.6)-maximization(0.2).system,Take-The-Best Priority,Exhaustive Priority,Tallying Priority,Satisfactory Priority,One-Bounce Priority,SEVERITY,SUPPLIES_REMAINING,AVERAGE_TIME_USED,DAMAGE_PER_SECOND,MEDSIM_P_DEATH,MEDSIM_P_DEATH_ONE_MIN_LATER,SEVERITY_CHANGE,SUPPLIES_USED,SEVEREST_SEVERITY,SEVEREST_SEVERITY_CHANGE,NONDETERMINISM.outcome_0.PROBABILITY,NONDETERMINISM.outcome_0.SEVERITY,NONDETERMINISM.outcome_0.AVERAGE_TIME_USED,NONDETERMINISM.outcome_0.JUSTIFICATION.severity,NONDETERMINISM.outcome_0.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_0.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_0.MORBIDITY.HIGHEST_P_DEATH,WEIGHTED_RESOURCE_SCORE,SMOL_MEDICAL_SOUNDNESS,INFORMATION_GAINED,action,moraldesert,SMOL_MEDICAL_SOUNDNESS.stdev,MEDSIM_P_DEATH.stdev,MEDSIM_P_DEATH_ONE_MIN_LATER.stdev,HRA Strategy.time-system.satisfactory,pInternalBleeding.stdev,HRA Strategy.resources-risk_reward_ratio.tallying,HRA Strategy.time-resources-risk_reward_ratio.one-bounce,HRA Strategy.resources-system.one-bounce,HRA Strategy.time-system.one-bounce,pDeath.stdev,HRA Strategy.time-resources.tallying,entropyDeath.stdev,HRA Strategy.risk_reward_ratio-system.tallying,HRA Strategy.resources-system.tallying,pExternalBleeding.stdev,HRA Strategy.time-risk_reward_ratio-system.satisfactory,conscious,pBrainInjury.stdev,mental_status,HRA Strategy.time-resources.one-bounce,HRA Strategy.resources-system.exhaustive,HRA Strategy.resources-risk_reward_ratio-system.satisfactory,HRA Strategy.time-risk_reward_ratio-system.tallying,HRA Strategy.time-risk_reward_ratio-system.one-bounce,HRA Strategy.time-resources-system.exhaustive,HRA Strategy.time-resources-system.one-bounce,pExternalBleeding,HRA Strategy.time-resources-risk_reward_ratio.exhaustive,HRA Strategy.time-system.tallying,pDeath,HRA Strategy.time-resources-risk_reward_ratio-system.tallying,HRA Strategy.time-risk_reward_ratio.exhaustive,HRA Strategy.time-resources-risk_reward_ratio-system.take-the-best,HRA Strategy.resources-risk_reward_ratio.one-bounce,HRA Strategy.resources-system.take-the-best,HRA Strategy.time-resources-risk_reward_ratio.tallying,HRA Strategy.time-risk_reward_ratio-system.take-the-best,HRA Strategy.risk_reward_ratio-system.one-bounce,pAirwayBlocked.stdev,HRA Strategy.time-risk_reward_ratio-system.exhaustive,HRA Strategy.time-resources.take-the-best,HRA Strategy.time-resources-risk_reward_ratio-system.exhaustive,ACTION_TARGET_SEVERITY,HRA Strategy.resources-risk_reward_ratio.take-the-best,HRA Strategy.time-risk_reward_ratio.satisfactory,HRA Strategy.risk_reward_ratio-system.exhaustive,relationship,HRA Strategy.time-risk_reward_ratio.tallying,HRA Strategy.time-resources-risk_reward_ratio-system.one-bounce,HRA Strategy.time-resources-risk_reward_ratio.satisfactory,tagged,HRA Strategy.time-resources-system.satisfactory,HRA Strategy.risk_reward_ratio-system.satisfactory,rank,HRA Strategy.time-resources.satisfactory,entropy,intent,HRA Strategy.resources-risk_reward_ratio.satisfactory,pPain,pAirwayBlocked,pInternalBleeding,HRA Strategy.time-resources-risk_reward_ratio-system.satisfactory,breathing,HRA Strategy.resources-system.satisfactory,entropyDeath,HRA Strategy.resources-risk_reward_ratio-system.take-the-best,HRA Strategy.time-risk_reward_ratio.one-bounce,HRA Strategy.time-resources.exhaustive,directness_of_causality,HRA Strategy.resources-risk_reward_ratio-system.exhaustive,HRA Strategy.time-resources-risk_reward_ratio.take-the-best,HRA Strategy.time-resources-system.tallying,entropy.stdev,HRA Strategy.risk_reward_ratio-system.take-the-best,HRA Strategy.time-system.exhaustive,pPain.stdev,HRA Strategy.time-risk_reward_ratio.take-the-best,HRA Strategy.time-system.take-the-best,pBrainInjury,HRA Strategy.resources-risk_reward_ratio.exhaustive,HRA Strategy.resources-risk_reward_ratio-system.tallying,avpu,ACTION_TARGET_SEVERITY_CHANGE,visited,age,HRA Strategy.resources-risk_reward_ratio-system.one-bounce,hrpmin,HRA Strategy.time-resources-system.take-the-best,category,hint,hint.MoralDesert,treatment,NONDETERMINISM.outcome_2.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_4.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_2.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_2.AVERAGE_TIME_USED,NONDETERMINISM.outcome_4.SEVERITY,NONDETERMINISM.outcome_2.JUSTIFICATION.severity,NONDETERMINISM.outcome_4.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_4.PROBABILITY,NONDETERMINISM.outcome_4.JUSTIFICATION.severity,NONDETERMINISM.outcome_2.PROBABILITY,NONDETERMINISM.outcome_2.SEVERITY,NONDETERMINISM.outcome_4.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_2.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_4.AVERAGE_TIME_USED,NONDETERMINISM.outcome_6.PROBABILITY,NONDETERMINISM.outcome_6.AVERAGE_TIME_USED,NONDETERMINISM.outcome_6.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_6.SEVERITY,NONDETERMINISM.outcome_6.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_6.JUSTIFICATION.severity,NONDETERMINISM.outcome_6.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_8.JUSTIFICATION.severity,NONDETERMINISM.outcome_8.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_8.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_8.PROBABILITY,NONDETERMINISM.outcome_8.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_8.SEVERITY,NONDETERMINISM.outcome_8.AVERAGE_TIME_USED,NONDETERMINISM.outcome_10.AVERAGE_TIME_USED,NONDETERMINISM.outcome_10.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_10.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_10.PROBABILITY,NONDETERMINISM.outcome_10.JUSTIFICATION.severity,NONDETERMINISM.outcome_10.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_10.SEVERITY
499,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,3020.625,10.0,90.0,27.25,0.1406653375863902,0.5499499999999999,33.5625,1.0,2840.625,31.5625,0.9696969696969697,1316.25,90.0,Damage Per Second 2.0,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,1,88.33333333333333,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'treatment': 'Tourniquet', 'location': 'left calf'}}",0.33343184165,0.5773502691896257,0.011600965074022989,0.0,0,3.204937810639273e-17,0,0,0,0,0.0,0,1.1555567610933196e-16,0,0,0.0,0,None,0.0,UNRESPONSIVE,0,0,0,0,0,0,0,0.9423982429944374,0,0,0.9230691859105778,0,0,0,0,0,0,0,0,4.239734207189668e-17,0,0,0,2840.625,0,0,0,neutral,0,0,0,False,0,0,None,0,15.887178841356347,intend major harm,0,0.9648855357303467,0.1540574113890524,0.41198122856892394,0,None,0,0.39127130047232983,0,0,0,direct,0,0,0,0.0,0,0,0.0,0,0,0.20004001359673673,0,0,None,31.5625,False,None,0,None,0,None,None,None,Tourniquet,0.9999,None,0.9999,90.0,None,Damage Per Second 52.5,None,None,None,0.030303030303030304,4725.0,None,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
500,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,2218.125,10.0,43.125,51.0,0.32428571428571423,0.9999,51.43478260869565,1.0,2177.8125,50.5,0.14285714285714285,2167.5,42.5,Damage Per Second 50.5,probability burn death: 0.0 % probability bleed out: 50.0 % probability asphixia: 0.0 % probability death: 50.0 %,0.5,0.5,3,75,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'treatment': 'Pressure bandage', 'location': 'right face'}}",0.0050000000000000044,None,None,None,0,None,0,0,0,0,None,0,None,0,0,None,0,False,None,UNRESPONSIVE,0,0,0,0,0,0,0,1.0,0,0,0.9702613998482245,0,0,0,0,0,0,0,0,None,0,0,0,40.3125,0,0,0,neutral,0,0,0,True,0,0,None,0,7.544452648203703,no intent,0,0.0,0.5237787111771464,0.018979795298556226,0,RESTRICTED,0,0.19307925198482598,0,0,0,none,0,0,0,None,0,0,None,0,0,0.18232171342466363,0,0,UNRESPONSIVE,0.9347826086956522,True,None,0,None,0,None,None,None,Pressure bandage,0.09999999999999998,probability burn death: 0.0 % probability bleed out: 75.0 % probability asphixia: 0.0 % probability death: 75.0 %,0.09999999999999998,30.0,2550.0,Damage Per Second 50.5,0.75,0.22857142857142856,Damage Per Second 50.5,0.6,1530.0,0.75,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,50.0,0.02857142857142857,50.0,0.75,2625.0,probability burn death: 0.0 % probability bleed out: 75.0 % probability asphixia: 0.0 % probability death: 75.0 %,Damage Per Second 52.5,0.75,None,None,None,None,None,None,None,None,None,None,None,None,None,None
501,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,8575.0,8.0,166.66666666666666,51.166666666666664,0.9999,0.9998999999999999,51.45,1.0,8416.666666666666,50.5,0.59375,7650.0,150.0,Damage Per Second 50.5,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,0.9999,3,49,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'treatment': 'Hemostatic gauze', 'location': 'right face'}}",0.99005,None,None,None,0,None,0,0,0,0,None,0,None,0,0,None,0,False,None,UNRESPONSIVE,0,0,0,0,0,0,0,1.0,0,0,0.9702613998482245,0,0,0,0,0,0,0,0,None,0,0,0,158.33333333333334,0,0,0,neutral,0,0,0,True,0,0,None,0,7.544452648203703,no intent,0,0.0,0.5237787111771463,0.01897979529855621,0,RESTRICTED,0,0.193079251984826,0,0,0,none,0,0,0,None,0,0,None,0,0,0.1823217134246636,0,0,UNRESPONSIVE,0.9500000000000001,True,None,0,None,0,None,None,None,Hemostatic gauze,0.9999,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,200.0,7875.0,Damage Per Second 50.5,0.9999,0.0625,Damage Per Second 52.5,0.34375,10200.0,0.9999,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,150.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
502,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,3020.625,9.0,90.0,27.25,0.12181575757575756,0.5499499999999999,33.5625,1.0,2840.625,31.5625,0.975,1316.25,90.0,Damage Per Second 2.0,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,1,89.33333333333333,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'treatment': 'Tourniquet', 'location': 'left calf'}}",0.33499999999999996,0.5773502691896257,0.0011808125164630523,0.0,0,4.239734207189668e-17,0,0,0,0,0.0,0,6.409875621278546e-17,0,0,0.0,0,True,1.6024689053196365e-17,SHOCK,0,0,0,0,0,0,0,1.0,0,0,0.9077215556582927,0,0,0,0,0,0,0,0,5.007715329123864e-19,0,0,0,2840.625,0,0,0,neutral,0,0,0,True,0,0,None,0,6.349946968794728,intend major harm,0,0.9265955861137354,0.0047726564152461405,0.23737855956387705,0,FAST,0,0.4440295872656122,0,0,0,direct,0,0,0,0.0,0,0,0.0,0,0,0.12589723474533132,0,0,PAIN,31.5625,True,None,0,None,0,None,None,None,Tourniquet,0.9999,None,0.9999,90.0,None,Damage Per Second 52.5,None,None,None,0.025,4725.0,None,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
503,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,1316.25,8.0,90.0,2.0,0.09999999999999998,0.09999999999999998,14.625,1.0,1136.25,12.625,1.0,1316.25,90.0,Damage Per Second 2.0,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,1,97,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'treatment': 'Tourniquet', 'location': 'left calf'}}",0.995,0.0,0.0,0.0,0,9.813077866773595e-18,1,1,0,0,7.850462293418876e-17,0,0.0,1,0,0.0,1,True,1.962615573354719e-17,SHOCK,0,0,1,1,1,0,0,1.0,1,0,0.9083907292415907,1,1,1,1,0,1,1,1,3.8332335417084355e-20,1,0,1,1136.25,1,1,1,neutral,1,1,1,True,0,1,None,0,4.677795356994263,intend major harm,1,0.9205578552864688,0.0003765446321523807,0.09880538624354535,1,FAST,0,0.4418186648158793,1,1,0,direct,1,1,0,0.0,1,0,7.850462293418876e-17,1,0,0.1238336136039063,1,1,PAIN,12.625,True,None,1,FAST,0,None,None,None,Tourniquet,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
504,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,1050.0,11.0,20.0,52.5,0.09999999999999998,0.9999,52.5,1.0,1010.0,50.5,1.0,1050.0,20.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,4,90,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'location': 'unspecified', 'treatment': 'Pain Medications'}}",0.8472563607071428,0.0,0.0,0.0,0,2.967195843610875e-17,0,0,0,0,4.196248604251576e-17,0,1.3917382147355022e-16,0,0,0.0,0,None,2.4972674229696217e-17,UNRESPONSIVE,0,0,0,0,0,0,0,0.9423982429944374,0,0,0.9230691859105778,0,0,0,0,0,0,0,0,3.204937810639273e-17,0,0,0,1010.0,0,0,0,neutral,0,0,0,False,0,0,None,0,15.887178841356347,intend major harm,0,0.9648855357303467,0.15405741138905238,0.41198122856892394,0,None,0,0.3912713004723298,0,0,0,direct,0,0,0,0.0,0,0,0.0,0,0,0.20004001359673673,0,0,None,50.5,False,None,0,None,0,None,None,None,Pain Medications,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
505,1,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,2119.6875,10.0,41.25,51.0,0.3416666666666667,0.9999,51.38636363636363,1.0,2083.125,50.5,0.2777777777777778,2167.5,42.5,Damage Per Second 50.5,probability burn death: 0.0 % probability bleed out: 50.0 % probability asphixia: 0.0 % probability death: 50.0 %,0.5,0.5,3,74,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'treatment': 'Pressure bandage', 'location': 'right face'}}",0.99005,None,None,None,0,None,0,0,0,0,None,0,None,0,0,None,0,False,None,UNRESPONSIVE,0,0,0,0,0,0,0,1.0,0,0,0.9702613998482245,0,0,0,0,0,0,0,0,None,0,0,0,36.5625,0,0,0,neutral,0,0,0,True,0,0,None,0,7.544452648203702,no intent,0,0.0,0.5237787111771464,0.018979795298556222,0,RESTRICTED,0,0.193079251984826,0,0,0,none,0,0,0,None,0,0,None,0,0,0.18232171342466366,0,0,UNRESPONSIVE,0.8863636363636364,True,None,0,None,0,None,None,None,Pressure bandage,0.09999999999999998,probability burn death: 0.0 % probability bleed out: 75.0 % probability asphixia: 0.0 % probability death: 75.0 %,0.09999999999999998,30.0,2550.0,Damage Per Second 50.5,0.75,0.16666666666666666,Damage Per Second 50.5,0.5,1530.0,0.75,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,50.0,0.05555555555555555,42.5,0.5,2231.25,probability burn death: 0.0 % probability bleed out: 50.0 % probability asphixia: 0.0 % probability death: 50.0 %,Damage Per Second 52.5,0.5,None,None,None,None,None,None,None,None,None,None,None,None,None,None
506,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,1050.0,10.0,20.0,52.5,0.09999999999999998,0.9999,52.5,1.0,1010.0,50.5,1.0,1050.0,20.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,4,90,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'location': 'unspecified', 'treatment': 'Pain Medications'}}",0.24882450125,0.0,0.0,0.0,0,4.8074067159589095e-17,0,0,0,0,0.0,0,7.166458808248763e-17,0,0,0.0,0,True,0.0,SHOCK,0,0,0,0,0,0,0,1.0,0,0,0.9077215556582927,0,0,0,0,0,0,0,0,4.336808689942018e-19,0,0,0,1010.0,0,0,0,neutral,0,0,0,True,0,0,None,0,6.349946968794728,intend major harm,0,0.9265955861137354,0.0047726564152461405,0.2373785595638771,0,FAST,0,0.44402958726561226,0,0,0,direct,0,0,0,0.0,0,0,0.0,0,0,0.12589723474533135,0,0,PAIN,50.5,True,None,0,None,0,None,None,None,Pain Medications,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
507,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,1316.25,9.0,90.0,2.0,0.09999999999999998,0.09999999999999998,14.625,1.0,1136.25,12.625,1.0,1316.25,90.0,Damage Per Second 2.0,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,1,97,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'treatment': 'Tourniquet', 'location': 'left calf'}}",0.7377475124749999,0.0,0.0,0.0,0,2.7755575615628914e-17,0,0,0,0,0.0,0,2.7755575615628914e-17,0,0,0.0,0,None,0.0,None,0,0,0,0,0,0,0,0.9423982429944374,0,0,0.9230691859105778,0,0,0,0,0,0,0,0,3.925231146709438e-17,0,0,0,1136.25,0,0,0,neutral,0,0,0,False,0,0,None,0,15.887178841356345,intend major harm,0,0.9648855357303467,0.15405741138905238,0.41198122856892394,0,None,0,0.3912713004723297,0,0,0,direct,0,0,0,1.0255800994045674e-15,0,0,0.0,0,0,0.20004001359673673,0,0,None,12.625,False,None,0,None,0,None,None,None,Tourniquet,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
508,0,1,1,True,desert,False,False,False,True,False,seconds,few,low,equal,False,False,False,True,True,1575.0,9.0,30.0,52.5,0.09999999999999998,0.9999,52.5,-0.0,1515.0,50.5,1.0,1575.0,30.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,5,90,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'Patient A', 'category': 'EXPECTANT'}}",0.6617410850000001,0.0,0.0,0.0,1,3.7921335575229097e-17,1,1,1,1,0.0,1,5.457812425614245e-17,1,1,0.0,1,True,2.482534153247273e-17,SHOCK,1,1,1,1,1,1,1,1.0,1,1,0.9077215556582927,1,1,1,1,1,1,1,1,6.529261963638894e-19,1,1,1,1515.0,1,1,1,neutral,1,1,1,False,1,1,None,1,6.349946968794728,intend major harm,1,0.9265955861137354,0.004772656415246141,0.23737855956387707,1,FAST,1,0.44402958726561226,1,1,1,direct,1,1,1,0.0,1,1,4.5324665183683945e-17,1,1,0.12589723474533132,1,1,PAIN,50.5,True,None,1,None,1,EXPECTANT,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
509,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,9056.25,7.0,175.0,51.5,0.9999,0.9999,51.75,1.0,8837.5,50.5,0.725,7650.0,150.0,Damage Per Second 50.5,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,0.9999,3,49,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'treatment': 'Hemostatic gauze', 'location': 'right face'}}",0.99005,None,None,None,0,None,0,1,0,0,None,1,None,0,0,None,0,False,None,UNRESPONSIVE,1,0,0,0,0,0,0,1.0,1,0,0.9702613998482245,0,1,1,0,0,1,1,0,None,0,1,0,218.75,0,1,0,neutral,1,0,1,True,0,0,None,1,7.544452648203702,no intent,0,0.0,0.5237787111771464,0.01897979529855622,0,RESTRICTED,0,0.193079251984826,0,1,1,none,0,1,0,None,0,0,None,1,1,0.18232171342466366,0,0,UNRESPONSIVE,1.25,True,None,0,None,1,None,None,None,Hemostatic gauze,0.9999,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,200.0,10500.0,Damage Per Second 50.5,0.9999,0.025,Damage Per Second 52.5,0.2,10200.0,0.9999,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,200.0,0.05,150.0,0.9999,7875.0,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,Damage Per Second 52.5,0.9999,None,None,None,None,None,None,None,None,None,None,None,None,None,None
510,0,1,1,True,desert,False,True,False,False,False,seconds,few,low,equal,True,True,True,False,False,2362.5,7.0,45.0,52.5,0.5,0.9999,52.5,-0.0,2272.5,50.5,1.0,2362.5,45.0,Damage Per Second 52.5,probability burn death: 0.0 % probability bleed out: 50.0 % probability asphixia: 0.0 % probability death: 50.0 %,0.5,0.5,5,66,2,"{'name': 'CHECK_ALL_VITALS', 'params': {'casualty': 'Patient B'}}",0.995,None,None,None,1,None,0,0,1,1,None,0,None,1,1,None,1,False,None,UNRESPONSIVE,0,1,1,1,1,1,1,1.0,0,1,0.9702613998482245,1,0,1,0,1,0,1,1,None,1,0,1,90.0,0,0,1,neutral,0,1,0,True,1,1,None,0,7.544452648203702,no intent,0,0.0,0.5237787111771464,0.018979795298556222,1,RESTRICTED,1,0.193079251984826,1,0,0,none,1,0,1,None,1,1,None,0,1,0.18232171342466363,0,1,UNRESPONSIVE,2.0,True,None,1,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
511,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,False,8575.0,8.0,166.66666666666666,51.166666666666664,0.9999,0.9998999999999999,51.45,1.0,8416.666666666666,50.5,0.32608695652173914,10200.0,200.0,Damage Per Second 50.5,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,0.9999,3,49,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient B', 'treatment': 'Hemostatic gauze', 'location': 'right face'}}",0.99005,None,None,None,0,None,0,1,0,1,None,0,None,0,0,None,0,False,None,UNRESPONSIVE,1,0,0,0,1,0,1,1.0,0,0,0.9486588464711658,0,0,0,1,0,0,0,1,None,0,0,0,158.33333333333334,0,0,0,neutral,0,1,0,True,0,0,None,0,4.306825698988571,no intent,0,0.0,0.11202916936833886,0.02573527984072292,0,RESTRICTED,0,0.2920669929788423,0,1,0,none,0,0,0,None,0,0,None,0,0,0.2124062432588175,0,0,UNRESPONSIVE,0.9500000000000001,True,None,1,FAINT,0,None,None,None,Hemostatic gauze,0.9999,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,0.9999,150.0,7875.0,Damage Per Second 50.5,0.9999,0.043478260869565216,Damage Per Second 52.5,0.6304347826086957,7650.0,0.9999,probability burn death: 0.0 % probability bleed out: 99.99 % probability asphixia: 0.0 % probability death: 99.99 %,150.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
512,0,1,1,True,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,True,True,1316.25,10.0,90.0,2.0,0.09999999999999998,0.09999999999999998,14.625,1.0,1136.25,12.625,1.0,1316.25,90.0,Damage Per Second 2.0,probability burn death: 0.0 % probability bleed out: 10.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,1,97,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'Patient A', 'treatment': 'Tourniquet', 'location': 'left calf'}}",0.7366311859134987,0.0,0.0,0.0,0,5.551115123125783e-17,0,0,0,0,0.0,0,0.0,0,0,0.0,0,None,0.0,UNRESPONSIVE,0,0,0,0,0,0,0,0.9423982429944374,0,0,0.9230691859105778,0,0,0,0,0,0,0,0,1.6024689053196365e-17,0,0,0,1136.25,0,0,0,neutral,0,0,0,False,0,0,None,0,15.887178841356347,intend major harm,0,0.9648855357303467,0.15405741138905238,0.41198122856892394,0,None,0,0.3912713004723297,0,0,0,direct,0,0,0,8.881784197001252e-16,0,0,0.0,0,0,0.20004001359673673,0,0,None,12.625,False,None,0,None,0,None,None,None,Tourniquet,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
