index,unvisited_count,injured_count,others_tagged_or_uninjured,aid_available,environment_type,questioning,assessing,treating,tagging,leaving,All Predictors.moral_desert(0.6)-maximization(0.2).time,All Predictors.moral_desert(0.6)-maximization(0.2).resources,All Predictors.moral_desert(0.6)-maximization(0.2).risk_reward_ratio,All Predictors.moral_desert(0.6)-maximization(0.2).system,Take-The-Best Priority,Exhaustive Priority,Tallying Priority,Satisfactory Priority,One-Bounce Priority,SEVERITY,SUPPLIES_REMAINING,AVERAGE_TIME_USED,DAMAGE_PER_SECOND,MEDSIM_P_DEATH,MEDSIM_P_DEATH_ONE_MIN_LATER,SEVERITY_CHANGE,SUPPLIES_USED,SEVEREST_SEVERITY,SEVEREST_SEVERITY_CHANGE,NONDETERMINISM.outcome_0.PROBABILITY,NONDETERMINISM.outcome_0.SEVERITY,NONDETERMINISM.outcome_0.AVERAGE_TIME_USED,NONDETERMINISM.outcome_0.JUSTIFICATION.severity,NONDETERMINISM.outcome_0.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_0.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_0.MORBIDITY.HIGHEST_P_DEATH,WEIGHTED_RESOURCE_SCORE,SMOL_MEDICAL_SOUNDNESS,INFORMATION_GAINED,action,moraldesert,SMOL_MEDICAL_SOUNDNESS.stdev,MEDSIM_P_DEATH.stdev,MEDSIM_P_DEATH_ONE_MIN_LATER.stdev,HRA Strategy.time-system.satisfactory,pInternalBleeding.stdev,HRA Strategy.resources-risk_reward_ratio.tallying,HRA Strategy.time-resources-risk_reward_ratio.one-bounce,HRA Strategy.resources-system.one-bounce,HRA Strategy.time-system.one-bounce,pDeath.stdev,HRA Strategy.time-resources.tallying,entropyDeath.stdev,HRA Strategy.risk_reward_ratio-system.tallying,HRA Strategy.resources-system.tallying,pExternalBleeding.stdev,HRA Strategy.time-risk_reward_ratio-system.satisfactory,conscious,pBrainInjury.stdev,mental_status,HRA Strategy.time-resources.one-bounce,HRA Strategy.resources-system.exhaustive,HRA Strategy.resources-risk_reward_ratio-system.satisfactory,HRA Strategy.time-risk_reward_ratio-system.tallying,HRA Strategy.time-risk_reward_ratio-system.one-bounce,HRA Strategy.time-resources-system.exhaustive,HRA Strategy.time-resources-system.one-bounce,pExternalBleeding,HRA Strategy.time-resources-risk_reward_ratio.exhaustive,HRA Strategy.time-system.tallying,pDeath,HRA Strategy.time-resources-risk_reward_ratio-system.tallying,HRA Strategy.time-risk_reward_ratio.exhaustive,HRA Strategy.time-resources-risk_reward_ratio-system.take-the-best,HRA Strategy.resources-risk_reward_ratio.one-bounce,HRA Strategy.resources-system.take-the-best,HRA Strategy.time-resources-risk_reward_ratio.tallying,HRA Strategy.time-risk_reward_ratio-system.take-the-best,HRA Strategy.risk_reward_ratio-system.one-bounce,pAirwayBlocked.stdev,HRA Strategy.time-risk_reward_ratio-system.exhaustive,HRA Strategy.time-resources.take-the-best,HRA Strategy.time-resources-risk_reward_ratio-system.exhaustive,ACTION_TARGET_SEVERITY,HRA Strategy.resources-risk_reward_ratio.take-the-best,HRA Strategy.time-risk_reward_ratio.satisfactory,HRA Strategy.risk_reward_ratio-system.exhaustive,relationship,HRA Strategy.time-risk_reward_ratio.tallying,HRA Strategy.time-resources-risk_reward_ratio-system.one-bounce,HRA Strategy.time-resources-risk_reward_ratio.satisfactory,tagged,HRA Strategy.time-resources-system.satisfactory,HRA Strategy.risk_reward_ratio-system.satisfactory,rank,HRA Strategy.time-resources.satisfactory,entropy,intent,HRA Strategy.resources-risk_reward_ratio.satisfactory,pPain,pAirwayBlocked,pInternalBleeding,HRA Strategy.time-resources-risk_reward_ratio-system.satisfactory,breathing,HRA Strategy.resources-system.satisfactory,entropyDeath,HRA Strategy.resources-risk_reward_ratio-system.take-the-best,HRA Strategy.time-risk_reward_ratio.one-bounce,HRA Strategy.time-resources.exhaustive,directness_of_causality,HRA Strategy.resources-risk_reward_ratio-system.exhaustive,HRA Strategy.time-resources-risk_reward_ratio.take-the-best,HRA Strategy.time-resources-system.tallying,entropy.stdev,HRA Strategy.risk_reward_ratio-system.take-the-best,HRA Strategy.time-system.exhaustive,pPain.stdev,HRA Strategy.time-risk_reward_ratio.take-the-best,HRA Strategy.time-system.take-the-best,pBrainInjury,HRA Strategy.resources-risk_reward_ratio.exhaustive,HRA Strategy.resources-risk_reward_ratio-system.tallying,avpu,ACTION_TARGET_SEVERITY_CHANGE,visited,age,HRA Strategy.resources-risk_reward_ratio-system.one-bounce,hrpmin,HRA Strategy.time-resources-system.take-the-best,category,hint,hint.MoralDesert,NONDETERMINISM.outcome_2.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_4.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_2.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_2.AVERAGE_TIME_USED,NONDETERMINISM.outcome_4.SEVERITY,NONDETERMINISM.outcome_2.JUSTIFICATION.severity,NONDETERMINISM.outcome_4.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_4.PROBABILITY,NONDETERMINISM.outcome_4.JUSTIFICATION.severity,NONDETERMINISM.outcome_2.PROBABILITY,treatment,NONDETERMINISM.outcome_2.SEVERITY,NONDETERMINISM.outcome_4.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_2.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_4.AVERAGE_TIME_USED,NONDETERMINISM.outcome_6.PROBABILITY,NONDETERMINISM.outcome_6.AVERAGE_TIME_USED,NONDETERMINISM.outcome_6.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_6.SEVERITY,NONDETERMINISM.outcome_6.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_6.JUSTIFICATION.severity,NONDETERMINISM.outcome_6.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_8.JUSTIFICATION.severity,NONDETERMINISM.outcome_8.MORBIDITY.MEDSIM_P_DEATH,NONDETERMINISM.outcome_8.JUSTIFICATION.morbidity,NONDETERMINISM.outcome_8.PROBABILITY,NONDETERMINISM.outcome_8.MORBIDITY.HIGHEST_P_DEATH,NONDETERMINISM.outcome_8.SEVERITY,NONDETERMINISM.outcome_8.AVERAGE_TIME_USED
472,0,2,2,False,desert,False,False,False,True,False,seconds,few,low,equal,False,False,False,False,False,2535.0,24.0,30.0,84.5,0.18999999999999995,0.99999999,84.5,-0.0,2445.0,81.5,1.0,2535.0,30.0,Damage Per Second 84.5,probability burn death: 10.0 % probability bleed out: 0.0 % probability asphixia: 10.0 % probability death: 18.999999999999993 %,0.18999999999999995,0.18999999999999995,5,82,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'intox_soldier_2', 'category': 'DELAYED'}}",0.170825,0.0,0.0,0.0,1,4.388541835720876e-18,1,1,1,1,5.733167046599012e-17,1,7.021666937153402e-17,1,1,0.0,1,True,2.866583523299506e-17,CONFUSED,1,1,1,1,1,1,1,0.0,1,1,0.7974075220138462,1,1,1,1,1,1,1,1,4.7507358941313415e-19,1,1,1,45.0,1,1,1,neutral,1,1,1,False,1,1,None,1,7.024039402183412,no intent,1,0.2754781235582497,0.005192998147466843,0.058541388936524635,1,RESTRICTED,1,0.727082847524997,1,1,1,somewhat indirect,1,1,1,4.586533637279209e-16,1,1,0.0,1,1,0.20691263342140942,1,1,VOICE,1.5,True,None,1,FAST,1,DELAYED,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
473,0,2,2,False,desert,False,True,False,False,False,seconds,few,low,equal,True,True,True,False,True,3802.5,24.0,45.0,84.5,0.75,0.99999999,84.5,-0.0,3667.5,81.5,1.0,3802.5,45.0,Damage Per Second 84.5,probability burn death: 50.0 % probability bleed out: 0.0 % probability asphixia: 50.0 % probability death: 75.0 %,0.75,0.75,5,48,2,"{'name': 'CHECK_ALL_VITALS', 'params': {'casualty': 'innocent_soldier'}}",0.11499999999999999,0.0,0.0,0.0,1,2.7755575615628914e-17,0,0,1,1,0.0,0,4.8956233716268386e-17,1,1,0.0,1,True,2.925694557147251e-17,AGONY,0,0,1,1,1,0,1,0.0,0,1,0.8785408144291253,0,0,0,0,1,0,0,1,5.782411586589357e-18,0,0,0,3667.5,0,0,0,neutral,0,1,0,True,1,1,None,0,8.051482560819146,no intent,0,1.0,0.05384012256321698,0.24035088306225336,1,RESTRICTED,1,0.5335407551520905,1,0,0,none,0,0,1,5.921189464667501e-16,1,0,0.0,0,0,0.26307961312306,0,1,VOICE,81.5,True,None,1,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
474,0,2,2,False,desert,False,False,True,False,False,seconds,few,low,equal,False,False,False,False,False,1690.0,23.0,20.0,84.5,0.18999999999999995,0.99999999,84.5,1.0,1630.0,81.5,1.0,1690.0,20.0,Damage Per Second 84.5,probability burn death: 10.0 % probability bleed out: 0.0 % probability asphixia: 10.0 % probability death: 18.999999999999993 %,0.18999999999999995,0.18999999999999995,4,82,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'intox_soldier_2', 'location': 'unspecified', 'treatment': 'Pain Medications'}}",0.0,0.0,0.0,0.0,0,9.568418064143443e-18,0,0,0,0,5.716856438735954e-17,0,7.422483998781553e-17,0,0,0.0,0,True,3.4420033750208346e-17,CONFUSED,0,0,0,0,0,0,0,0.0,0,0,0.7974075220138462,0,0,0,0,0,0,0,0,6.752401972300757e-19,0,0,0,30.0,0,0,0,neutral,0,0,0,True,0,0,None,0,7.024039402183411,no intent,0,0.27547812355824963,0.0051929981474668424,0.05854138893652464,0,RESTRICTED,0,0.727082847524997,0,0,0,somewhat indirect,0,0,0,7.042912574017982e-16,0,0,5.021172554038838e-17,0,0,0.20691263342140942,0,0,VOICE,1.5,True,None,0,FAST,0,None,{'MoralDesert': 0.0},0.0,None,None,None,None,None,None,None,None,None,None,Pain Medications,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
475,1,1,2,False,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,True,1802.5,23.0,35.0,41.5,0.09999999999999998,0.9999,51.5,1.0,1750.0,50.0,1.0,1802.5,35.0,Damage Per Second 41.5,probability burn death: 10.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,3,91,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'innocent_soldier', 'location': 'left face', 'treatment': 'Nasopharyngeal airway'}}",1.0,0.0,0.0,0.0,0,1.5202354861220293e-17,0,0,0,0,9.813077866773595e-18,0,1.2161883888976234e-16,0,0,1.8619006149354548e-17,0,None,4.9065389333867974e-18,None,0,0,0,0,0,0,0,0.07077786484000001,0,0,0.12400059432111527,0,0,0,0,0,0,0,0,1.9002943576525366e-18,0,0,0,1750.0,0,0,0,neutral,0,0,0,False,0,0,None,0,9.666031817309092,no intent,0,0.1196823489555658,0.025773032440000024,0.06876893242000001,0,None,0,0.5407521542977808,0,0,0,none,0,0,0,0.0,0,0,1.1610990315520314e-17,0,0,0.03343,0,0,None,50.0,False,None,0,None,0,None,{'MoralDesert': 1.0},1.0,None,None,None,None,None,None,None,None,None,None,Nasopharyngeal airway,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
476,1,1,2,False,desert,True,False,False,False,False,seconds,few,low,equal,False,False,False,False,False,3667.5,24.0,45.0,81.5,0.75,0.99999999,81.5,-0.0,3667.5,81.5,1.0,3667.5,45.0,Damage Per Second 81.5,probability burn death: 50.0 % probability bleed out: 0.0 % probability asphixia: 50.0 % probability death: 75.0 %,0.75,0.75,5,48,3,"{'name': 'SITREP', 'params': {'casualty': 'intox_soldier_2'}}",0.64850245025,0.0,0.0,0.0,0,7.927555425689117e-18,0,0,0,0,1.806638987752337e-17,0,1.0188105198175002e-16,0,0,9.444626294634614e-18,0,None,6.0721842825810265e-18,None,0,0,0,0,0,0,0,0.07077786484000001,0,0,0.12400059432111528,0,0,0,0,0,0,0,1,3.3010163428670193e-18,0,0,0,0.0,0,0,0,neutral,0,0,0,False,0,0,None,0,9.666031817309092,no intent,0,0.1196823489555658,0.025773032440000024,0.06876893242,0,None,0,0.5407521542977808,0,0,0,somewhat indirect,0,0,0,9.814482585800777e-16,0,0,1.2144368565162053e-17,0,0,0.03343,0,0,None,0.0,False,None,0,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
477,2,0,2,False,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,True,1802.5,23.0,35.0,41.5,0.09999999999999998,0.9999,51.5,1.0,1802.5,51.5,1.0,1802.5,35.0,Damage Per Second 41.5,probability burn death: 10.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,3,91,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'innocent_soldier', 'location': 'left face', 'treatment': 'Nasopharyngeal airway'}}",1.0,0.0,0.0,0.0,0,1.3877787807814457e-17,0,0,0,0,0.0,0,5.851389114294502e-17,0,0,0.0,0,True,2.7755575615628914e-17,AGONY,0,0,0,0,0,0,0,0.0,0,0,0.8785408144291253,0,0,0,0,0,0,0,0,1.0472392788758972e-17,0,0,0,1802.5,0,0,0,neutral,0,0,0,True,0,0,None,0,8.051482560819146,no intent,0,1.0,0.05384012256321698,0.24035088306225336,0,RESTRICTED,0,0.5335407551520905,0,0,0,none,0,0,0,5.921189464667501e-16,0,0,0.0,0,0,0.26307961312306,0,0,VOICE,51.5,True,None,0,None,0,None,{'MoralDesert': 1.0},1.0,None,None,None,None,None,None,None,None,None,None,Nasopharyngeal airway,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
478,2,0,2,False,desert,False,False,False,True,False,seconds,few,low,equal,True,True,True,False,True,2445.0,24.0,30.0,81.5,0.18999999999999995,0.99999999,81.5,-0.0,2445.0,81.5,1.0,2445.0,30.0,Damage Per Second 81.5,probability burn death: 10.0 % probability bleed out: 0.0 % probability asphixia: 10.0 % probability death: 18.999999999999993 %,0.18999999999999995,0.18999999999999995,5,82,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'innocent_soldier', 'category': 'IMMEDIATE'}}",0.599970299,0.0,0.0,0.0,1,2.3221980631040627e-17,1,1,1,1,6.080941944488117e-17,1,9.930136612989092e-17,1,1,0.0,1,True,3.0404709722440586e-17,AGONY,1,1,1,1,1,1,1,0.0,1,1,0.8575348846210684,1,1,1,1,1,1,1,1,3.878959614448864e-19,1,1,1,2445.0,1,1,1,neutral,1,1,1,False,1,1,None,1,5.208178105528525,no intent,1,1.0,0.005181317575194065,0.12899952753858643,1,RESTRICTED,1,0.5906584961985155,1,1,1,none,1,1,1,0.0,1,1,0.0,1,1,0.28248764850061076,1,1,VOICE,81.5,True,None,1,FAST,1,IMMEDIATE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
479,2,0,2,False,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,True,1630.0,23.0,20.0,81.5,0.18999999999999995,0.99999999,81.5,1.0,1630.0,81.5,1.0,1630.0,20.0,Damage Per Second 81.5,probability burn death: 10.0 % probability bleed out: 0.0 % probability asphixia: 10.0 % probability death: 18.999999999999993 %,0.18999999999999995,0.18999999999999995,4,82,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'innocent_soldier', 'location': 'unspecified', 'treatment': 'Pain Medications'}}",1.0,0.0,0.0,0.0,0,3.1155556357914184e-17,0,1,0,0,3.0740683565041356e-17,0,1.013490324081353e-16,0,0,0.0,0,True,4.239734207189668e-17,AGONY,1,0,0,0,0,1,0,0.0,0,0,0.8785408144291253,0,0,0,0,0,0,0,0,8.731250023068179e-18,1,0,1,1630.0,0,0,0,neutral,0,0,0,True,0,0,None,0,8.051482560819146,no intent,0,1.0,0.05384012256321698,0.24035088306225336,0,RESTRICTED,0,0.5335407551520905,0,1,0,none,0,0,0,5.891509130072236e-16,0,1,0.0,0,0,0.26307961312306,0,0,VOICE,81.5,True,None,0,None,0,None,{'MoralDesert': 1.0},1.0,None,None,None,None,None,None,None,None,None,None,Pain Medications,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
480,2,0,2,False,desert,False,False,False,True,False,seconds,few,low,equal,True,True,True,False,True,2445.0,24.0,30.0,81.5,0.18999999999999995,0.99999999,81.5,-0.0,2445.0,81.5,1.0,2445.0,30.0,Damage Per Second 81.5,probability burn death: 10.0 % probability bleed out: 0.0 % probability asphixia: 10.0 % probability death: 18.999999999999993 %,0.18999999999999995,0.18999999999999995,5,82,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'innocent_soldier', 'category': 'MINIMAL'}}",0.9912998749999999,0.0,0.0,0.0,1,3.583229404124382e-17,1,1,1,1,5.551115123125783e-17,1,1.3970000036909087e-16,1,1,0.0,1,True,2.7755575615628914e-17,AGONY,1,1,1,1,1,1,1,0.0,1,1,0.8575348846210684,1,1,1,1,1,1,1,1,4.336808689942018e-19,1,1,1,2445.0,1,1,1,neutral,1,1,1,False,1,1,None,1,5.208178105528525,no intent,1,1.0,0.0051813175751940655,0.12899952753858646,1,RESTRICTED,1,0.5906584961985155,1,1,1,none,1,1,1,4.440892098500626e-16,1,1,0.0,1,1,0.2824876485006108,1,1,VOICE,81.5,True,None,1,FAST,1,MINIMAL,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
481,2,0,2,False,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,True,2327.5,23.0,35.0,61.5,0.10596874999999997,0.9999499949999999,66.5,1.0,2327.5,66.5,0.95,1802.5,35.0,Damage Per Second 41.5,probability burn death: 10.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,3,89.83333333333333,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'innocent_soldier', 'location': 'left face', 'treatment': 'Nasopharyngeal airway'}}",1.0,0.3892494720807615,0.0020000887764387797,0.0,0,2.929017323189322e-17,0,0,0,0,3.204937810639273e-17,0,1.252500491805733e-16,0,0,0.0,0,True,4.997872323656116e-17,AGONY,0,0,0,0,0,0,0,0.0,0,0,0.8785408144291253,0,0,0,0,0,0,0,0,7.543372961058128e-18,0,0,0,2327.5,0,0,0,neutral,0,0,0,True,0,0,None,0,8.051482560819146,no intent,0,1.0,0.05384012256321698,0.24035088306225333,0,RESTRICTED,0,0.5335407551520905,0,0,0,none,0,0,0,5.127900497022837e-16,0,0,0.0,0,0,0.26307961312306,0,0,VOICE,66.5,True,None,0,None,0,None,{'MoralDesert': 1.0},1.0,0.18999999999999995,None,0.18999999999999995,35.0,None,Damage Per Second 81.5,None,None,None,0.05,Nasopharyngeal airway,2852.5,None,probability burn death: 10.0 % probability bleed out: 0.0 % probability asphixia: 10.0 % probability death: 18.999999999999993 %,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
482,1,2,2,False,desert,False,True,False,False,False,seconds,few,low,equal,False,False,False,True,False,3667.5,24.0,45.0,81.5,0.75,0.99999999,81.5,-0.0,3600.0,80.0,1.0,3667.5,45.0,Damage Per Second 81.5,probability burn death: 50.0 % probability bleed out: 0.0 % probability asphixia: 50.0 % probability death: 75.0 %,0.75,0.75,5,48,2,"{'name': 'CHECK_ALL_VITALS', 'params': {'casualty': 'intox_soldier_1'}}",0.5,0.0,0.0,0.0,0,1.1331166295920986e-17,0,0,1,0,2.223335375195093e-17,0,1.2161883888976234e-16,0,1,5.665583147960493e-18,0,None,4.388541835720876e-18,None,0,1,1,0,0,1,1,0.07077786484,0,0,0.12400059432111527,1,0,0,0,1,0,0,0,2.194270917860438e-18,0,0,1,0.0,0,0,0,neutral,0,1,0,False,1,0,None,0,9.666031817309092,no intent,0,0.1196823489555658,0.025773032440000024,0.06876893242,1,None,1,0.5407521542977808,1,0,0,somewhat indirect,1,0,1,7.251946429389431e-16,0,0,1.2412670766236365e-17,0,0,0.03343,0,1,None,0.0,False,None,1,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
483,1,2,2,False,desert,False,False,False,True,False,seconds,few,low,equal,False,False,False,True,False,2490.0,24.0,30.0,83.0,0.18999999999999995,0.99999999,83.0,-0.0,2400.0,80.0,1.0,2490.0,30.0,Damage Per Second 83.0,probability burn death: 10.0 % probability bleed out: 0.0 % probability asphixia: 10.0 % probability death: 18.999999999999993 %,0.18999999999999995,0.18999999999999995,5,82,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'intox_soldier_1', 'category': 'EXPECTANT'}}",0.6633582499999999,0.0,0.0,0.0,1,5.805495157760157e-18,1,1,1,1,6.080941944488117e-17,1,5.733167046599012e-17,1,1,0.0,1,True,1.5202354861220293e-17,CONFUSED,1,1,1,1,1,1,1,0.0,1,1,0.7974075220138463,1,1,1,1,1,1,1,1,5.485677294651095e-19,1,1,1,45.0,1,1,1,neutral,1,1,1,False,1,1,None,1,7.024039402183412,no intent,1,0.27547812355824963,0.005192998147466842,0.058541388936524635,1,RESTRICTED,1,0.727082847524997,1,1,1,somewhat indirect,1,1,1,3.6259732146947156e-16,1,1,4.6443961262081255e-17,1,1,0.20691263342140942,1,1,VOICE,1.5,True,None,1,FAST,1,EXPECTANT,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
484,0,2,2,False,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,True,2380.0,23.0,35.0,63.0,0.10593406593406592,0.9999499949999999,68.0,1.0,2275.0,65.0,0.9615384615384616,1855.0,35.0,Damage Per Second 43.0,probability burn death: 10.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,3,89.71428571428571,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'innocent_soldier', 'location': 'left face', 'treatment': 'Nasopharyngeal airway'}}",1.0,0.4879500364742666,0.0032925798388084905,0.0,0,8.012344526598183e-18,0,0,0,0,1.939110347309236e-17,0,8.735188044777722e-17,0,0,6.7716670670051965e-18,0,None,3.708994804513593e-18,None,0,0,0,0,0,0,0,0.07077786484,0,0,0.12400059432111528,0,0,0,0,0,0,0,0,2.729746263993038e-18,0,0,0,2275.0,0,0,0,neutral,0,0,0,False,0,0,None,0,9.666031817309092,no intent,0,0.1196823489555658,0.025773032440000027,0.06876893242,0,None,0,0.5407521542977809,0,0,0,none,0,0,0,9.4950266995548e-16,0,0,1.0918985055972152e-17,0,0,0.033429999999999994,0,0,None,65.0,False,None,0,None,0,None,{'MoralDesert': 1.0},1.0,0.18999999999999995,None,0.18999999999999995,35.0,None,Damage Per Second 83.0,None,None,None,0.038461538461538464,Nasopharyngeal airway,2905.0,None,probability burn death: 10.0 % probability bleed out: 0.0 % probability asphixia: 10.0 % probability death: 18.999999999999993 %,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
485,1,1,2,False,desert,False,False,False,True,False,seconds,few,low,equal,True,True,True,False,True,2490.0,24.0,30.0,83.0,0.18999999999999995,0.99999999,83.0,-0.0,2445.0,81.5,1.0,2490.0,30.0,Damage Per Second 83.0,probability burn death: 10.0 % probability bleed out: 0.0 % probability asphixia: 10.0 % probability death: 18.999999999999993 %,0.18999999999999995,0.18999999999999995,5,82,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'innocent_soldier', 'category': 'DELAYED'}}",0.995,0.0,0.0,0.0,1,3.925231146709438e-17,1,1,1,1,0.0,1,7.850462293418876e-17,1,1,0.0,1,True,3.925231146709438e-17,AGONY,1,1,1,1,1,1,1,0.0,1,1,0.8575348846210684,1,1,1,1,1,1,1,1,1.2266347333466993e-18,1,1,1,2445.0,1,1,1,neutral,1,1,1,False,1,1,None,1,5.208178105528524,no intent,1,1.0,0.005181317575194065,0.12899952753858643,1,RESTRICTED,1,0.5906584961985153,1,1,1,none,1,1,1,0.0,1,1,0.0,1,1,0.2824876485006108,1,1,VOICE,81.5,True,None,1,FAST,1,DELAYED,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
486,0,2,2,False,desert,False,False,True,False,False,seconds,few,low,equal,True,True,True,False,True,1855.0,23.0,35.0,43.0,0.09999999999999998,0.9999,53.0,1.0,1750.0,50.0,1.0,1855.0,35.0,Damage Per Second 43.0,probability burn death: 10.0 % probability bleed out: 0.0 % probability asphixia: 0.0 % probability death: 9.999999999999998 %,0.09999999999999998,0.09999999999999998,3,91,0,"{'name': 'APPLY_TREATMENT', 'params': {'casualty': 'innocent_soldier', 'location': 'left face', 'treatment': 'Nasopharyngeal airway'}}",1.0,0.0,0.0,0.0,0,0.0,0,0,0,0,9.813077866773595e-18,0,7.850462293418876e-17,0,0,9.813077866773595e-18,0,None,4.9065389333867974e-18,None,0,0,0,0,0,0,0,0.07077786484000001,0,0,0.12400059432111527,0,0,0,0,0,0,0,0,0.0,0,0,0,1750.0,0,0,0,neutral,0,0,0,False,0,0,None,0,9.666031817309092,no intent,0,0.1196823489555658,0.025773032440000024,0.06876893242000001,0,None,0,0.5407521542977807,0,0,0,none,0,0,0,0.0,0,0,1.962615573354719e-17,0,0,0.03343,0,0,None,50.0,False,None,0,None,0,None,{'MoralDesert': 1.0},1.0,None,None,None,None,None,None,None,None,None,None,Nasopharyngeal airway,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
487,1,1,2,False,desert,False,False,False,True,False,seconds,few,low,equal,True,True,True,False,True,2490.0,24.0,30.0,83.0,0.18999999999999995,0.99999999,83.0,-0.0,2445.0,81.5,1.0,2490.0,30.0,Damage Per Second 83.0,probability burn death: 10.0 % probability bleed out: 0.0 % probability asphixia: 10.0 % probability death: 18.999999999999993 %,0.18999999999999995,0.18999999999999995,5,82,0,"{'name': 'TAG_CHARACTER', 'params': {'casualty': 'innocent_soldier', 'category': 'EXPECTANT'}}",0.453209,0.0,0.0,0.0,1,1.944691768022618e-17,1,1,1,1,3.347448369359225e-17,1,1.1595901302887535e-16,1,1,0.0,1,True,2.5929223573634908e-17,AGONY,1,1,1,1,1,1,1,0.0,1,1,0.8575348846210684,1,1,1,1,1,1,1,1,6.511780641870852e-19,1,1,1,2445.0,1,1,1,neutral,1,1,1,False,1,1,None,1,5.208178105528525,no intent,1,1.0,0.005181317575194065,0.12899952753858643,1,RESTRICTED,1,0.5906584961985155,1,1,1,none,1,1,1,4.790478147237153e-16,1,1,0.0,1,1,0.2824876485006108,1,1,VOICE,81.5,True,None,1,FAST,1,EXPECTANT,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
